category_of_package,count_of_cities,no_of_days,categories_by_price,accommodation_facility,price
holiday_package,2,3,budget,1 star,6000.0
holiday_package,3,4,budget,1 star,10000.0
beach_holiday,6,7,standard,3 star,24000.0
spiritual packages,1,2,budget,1 star,7000.0
holiday_package,3,3,budget,1 star,6000.0
spiritual packages,4,6,budget,1 star,6772.0
holiday_package,3,4,budget,1 star,12350.0
spiritual packages,3,5,budget,1 star,13099.0
holiday_package,3,4,budget,1 star,12800.0
spiritual packages,4,6,standard,3 star,20428.0
honeymoon_package,4,7,standard,3 star,26500.0
holiday_package,3,6,standard,3 star,17165.0
honeymoon_package,5,8,standard,3 star,24100.0
spiritual packages,4,7,standard,3 star,24250.0
holiday_package,6,9,premium,4 star,40000.0
spiritual packages,5,6,standard,3 star,18473.0
holiday_package,5,7,standard,3 star,24250.0
honeymoon_package,6,8,standard,3 star,26500.0
offbeat_package,5,8,standard,3 star,22560.0
spiritual packages,4,6,standard,3 star,18017.0
nature_package,4,7,budget,1 star,6768.0
spiritual packages,3,4,budget,1 star,11090.0
beach_holiday,6,7,standard,3 star,24000.0
honeymoon_package,5,7,standard,3 star,21977.0
spiritual packages,9,9,premium,4 star,31098.0
spiritual packages,4,6,standard,3 star,18230.0
spiritual packages,5,7,standard,3 star,23294.0
spiritual packages,5,8,standard,3 star,25468.0
spiritual packages,7,9,standard,3 star,28203.0
beach_holiday,5,8,luxury,5 star,50615.0
spiritual packages,6,9,standard,3 star,28738.0
honeymoon_package,7,8,standard,3 star,28100.0
spiritual packages,4,5,standard,3 star,17650.0
spiritual packages,3,5,budget,1 star,11700.0
spiritual packages,5,7,standard,3 star,21977.0
honeymoon_package,7,8,standard,3 star,28100.0
spiritual packages,1,3,budget,1 star,6732.0
spiritual packages,1,3,budget,1 star,2968.0
spiritual packages,7,9,standard,3 star,28203.0
spiritual packages,9,9,premium,4 star,31098.0
budget_package,4,6,budget,1 star,6772.0
spiritual packages,4,6,standard,3 star,18230.0
spiritual packages,5,7,standard,3 star,23294.0
spiritual packages,5,8,standard,3 star,25468.0
spiritual packages,5,6,standard,3 star,18473.0
beach_holiday,6,7,standard,3 star,24000.0
spiritual packages,3,4,budget,1 star,11090.0
spiritual packages,4,6,standard,3 star,18017.0
spiritual packages,6,9,standard,3 star,28738.0
honeymoon_package,5,8,luxury,5 star,50615.0
holiday_package,2,3,budget,1 star,9000.0
holiday_package,1,3,budget,1 star,8800.0
honeymoon_package,3,5,standard,3 star,17000.0
holiday_package,2,5,standard,3 star,15600.0
honeymoon_package,1,3,budget,1 star,9500.0
family_package,3,5,budget,1 star,15000.0
holiday_package,4,6,budget,1 star,15000.0
honeymoon_package,1,3,budget,1 star,9975.0
honeymoon_package,2,4,standard,3 star,16000.0
holiday_package,3,5,standard,3 star,17500.0
holiday_package,2,3,budget,1 star,8500.0
honeymoon_package,2,4,budget,1 star,14500.0
nature_package,6,7,standard,3 star,24000.0
honeymoon_package,2,5,standard,3 star,21000.0
holiday_package,4,7,standard,3 star,24559.0
holiday_package,4,6,standard,3 star,20799.0
holiday_package,1,4,budget,1 star,10710.0
honeymoon_package,3,5,budget,1 star,9999.0
honeymoon_package,4,6,standard,3 star,22500.0
holiday_package,6,9,premium,4 star,35999.0
honeymoon_package,3,5,standard,3 star,17500.0
luxury_package,2,4,standard,3 star,21000.0
honeymoon_package,4,6,standard,3 star,19500.0
honeymoon_package,1,3,budget,1 star,5800.0
holiday_package,2,3,budget,1 star,5500.0
family_package,2,3,budget,1 star,1800.0
holiday_package,3,5,budget,1 star,5000.0
luxury_package,1,6,standard,3 star,25500.0
budget_package,1,3,budget,1 star,5800.0
holiday_package,2,4,budget,1 star,4850.0
luxury_package,2,4,standard,3 star,18500.0
family_package,2,4,budget,1 star,2900.0
holiday_package,3,7,standard,3 star,21458.0
holiday_package,4,6,budget,1 star,11500.0
honeymoon_package,2,3,budget,1 star,9000.0
holiday_package,3,5,standard,3 star,17500.0
holiday_package,6,8,standard,3 star,23985.0
holiday_package,3,7,luxury,5 star,50204.0
honeymoon_package,1,3,budget,1 star,15000.0
honeymoon_package,2,4,standard,3 star,16000.0
holiday_package,2,3,budget,1 star,5500.0
honeymoon_package,2,4,standard,3 star,19500.0
beach_holiday,2,4,budget,1 star,14500.0
holiday_package,4,7,standard,3 star,24000.0
holiday_package,4,5,standard,3 star,18100.0
spiritual packages,3,3,budget,1 star,9500.0
holiday_package,3,6,standard,3 star,19840.0
spiritual packages,2,3,budget,1 star,8000.0
holiday_package,4,5,standard,3 star,17650.0
spiritual packages,2,4,budget,1 star,9500.0
nature_package,3,6,standard,3 star,29800.0
spiritual packages,6,9,premium,4 star,32500.0
holiday_package,2,2,budget,1 star,10555.0
spiritual packages,3,4,budget,1 star,12500.0
spiritual packages,7,11,premium,4 star,40880.0
cultural_package,5,7,standard,3 star,21999.0
holiday_package,3,7,standard,3 star,26500.0
spiritual packages,2,3,budget,1 star,10000.0
holiday_package,4,7,standard,3 star,26000.0
spiritual packages,4,4,budget,1 star,12500.0
holiday_package,6,7,standard,3 star,22000.0
holiday_package,5,7,standard,3 star,23000.0
holiday_package,3,6,standard,3 star,25500.0
spiritual packages,6,9,premium,4 star,32500.0
holiday_package,3,4,budget,1 star,11840.0
holiday_package,1,3,budget,1 star,6100.0
holiday_package,2,3,budget,1 star,7500.0
spiritual packages,1,4,budget,1 star,13500.0
spiritual packages,1,3,budget,1 star,5877.0
spiritual packages,4,11,luxury,5 star,87898.0
spiritual packages,5,7,standard,3 star,23000.0
spiritual packages,3,6,standard,3 star,17950.0
holiday_package,2,4,budget,1 star,13500.0
spiritual packages,2,5,standard,3 star,19500.0
spiritual packages,3,7,standard,3 star,24500.0
holiday_package,4,6,standard,3 star,22500.0
spiritual packages,5,7,standard,3 star,25500.0
holiday_package,4,6,standard,3 star,21500.0
spiritual packages,7,11,luxury,5 star,79000.0
family_package,7,11,premium,4 star,45880.0
holiday_package,4,6,standard,3 star,19000.0
holiday_package,3,6,standard,3 star,19000.0
holiday_package,5,6,standard,3 star,17500.0
holiday_package,4,6,standard,3 star,19500.0
spiritual packages,3,7,standard,3 star,23000.0
holiday_package,2,3,budget,1 star,10999.0
spiritual packages,3,3,budget,1 star,10999.0
spiritual packages,6,9,premium,4 star,32500.0
spiritual packages,3,4,budget,1 star,12999.0
spiritual packages,6,9,premium,4 star,32500.0
holiday_package,3,6,premium,5 star,38000.0
spiritual packages,4,6,premium,5 star,36000.0
holiday_package,4,7,premium,5 star,38000.0
spiritual packages,1,3,budget,1 star,11500.0
holiday_package,2,2,budget,1 star,9500.0
spiritual packages,3,7,standard,3 star,23000.0
holiday_package,3,4,budget,1 star,9700.0
spiritual packages,5,6,standard,3 star,19999.0
spiritual packages,3,5,budget,1 star,11715.0
holiday_package,4,6,standard,3 star,21000.0
family_package,3,5,standard,3 star,20000.0
holiday_package,5,7,premium,5 star,42600.0
holiday_package,3,4,budget,1 star,9999.0
holiday_package,3,2,budget,1 star,4000.0
spiritual packages,5,6,premium,5 star,45000.0
holiday_package,2,6,standard,3 star,16450.0
holiday_package,6,9,premium,4 star,34591.0
honeymoon_package,4,6,standard,3 star,21000.0
honeymoon_package,3,5,standard,3 star,20000.0
spiritual packages,8,8,standard,3 star,23340.0
spiritual packages,6,7,standard,3 star,20500.0
spiritual packages,9,10,luxury,5 star,52000.0
family_package,8,7,standard,3 star,27157.0
spiritual packages,3,4,budget,1 star,11900.0
holiday_package,3,5,budget,1 star,11715.0
holiday_package,8,8,budget,1 star,13500.0
spiritual packages,7,5,standard,3 star,16071.0
holiday_package,8,8,standard,3 star,26000.0
family_package,4,5,premium,5 star,35000.0
spiritual packages,4,6,standard,3 star,22500.0
spiritual packages,3,5,budget,1 star,14500.0
holiday_package,2,3,budget,1 star,7000.0
spiritual packages,6,6,premium,5 star,38160.0
spiritual packages,4,5,standard,3 star,15999.0
spiritual packages,5,7,premium,5 star,42600.0
spiritual packages,4,4,budget,1 star,12000.0
holiday_package,4,6,standard,3 star,20250.0
cultural_package,5,7,standard,3 star,21999.0
spiritual packages,2,5,standard,3 star,17000.0
spiritual packages,3,5,standard,3 star,16000.0
spiritual packages,9,11,luxury,5 star,61250.0
holiday_package,6,9,premium,4 star,31950.0
holiday_package,3,4,budget,1 star,12000.0
holiday_package,4,5,standard,3 star,15500.0
holiday_package,7,8,standard,3 star,22557.0
spiritual packages,3,4,budget,1 star,11200.0
spiritual packages,6,11,premium,4 star,40670.0
spiritual packages,5,6,premium,5 star,45000.0
spiritual packages,7,10,standard,3 star,19000.0
adventure_package,2,3,budget,1 star,9500.0
spiritual packages,10,11,luxury,5 star,61000.0
spiritual packages,10,10,luxury,5 star,60140.0
spiritual packages,5,7,budget,1 star,15000.0
spiritual packages,4,6,premium,5 star,35758.0
spiritual packages,4,4,budget,1 star,14000.0
spiritual packages,3,7,premium,5 star,30608.0
spiritual packages,6,9,premium,4 star,34591.0
spiritual packages,8,11,luxury,5 star,64999.0
spiritual packages,5,6,standard,3 star,21950.0
spiritual packages,10,11,luxury,5 star,61000.0
spiritual packages,6,8,standard,3 star,22500.0
adventure_package,1,3,budget,1 star,5500.0
weekend_package,1,2,budget,1 star,3000.0
family_package,4,5,standard,3 star,15999.0
holiday_package,4,4,budget,1 star,10500.0
spiritual packages,2,3,budget,1 star,8500.0
nature_package,1,2,budget,1 star,3200.0
spiritual packages,4,4,standard,3 star,18000.0
holiday_package,4,6,standard,3 star,21000.0
holiday_package,4,10,premium,4 star,40000.0
nature_package,6,5,standard,3 star,21000.0
spiritual packages,6,9,premium,4 star,32500.0
holiday_package,9,9,standard,3 star,29890.0
family_package,5,9,premium,4 star,40500.0
holiday_package,10,8,standard,3 star,28500.0
spiritual packages,4,6,premium,5 star,35758.0
spiritual packages,4,7,standard,3 star,17498.0
spiritual packages,3,7,premium,5 star,30608.0
holiday_package,1,4,budget,1 star,10594.0
adventure_package,1,2,budget,1 star,2500.0
holiday_package,3,5,budget,1 star,15000.0
holiday_package,5,6,standard,3 star,17500.0
honeymoon_package,9,9,premium,4 star,35890.0
holiday_package,4,10,premium,4 star,32000.0
holiday_package,7,6,standard,3 star,22500.0
family_package,3,5,standard,3 star,20000.0
weekend_package,2,2,budget,1 star,3500.0
weekend_package,1,3,budget,1 star,8500.0
honeymoon_package,2,4,standard,3 star,15200.0
holiday_package,4,6,standard,3 star,21000.0
holiday_package,3,5,standard,3 star,15500.0
holiday_package,4,4,budget,1 star,10500.0
holiday_package,8,8,standard,3 star,25000.0
holiday_package,2,3,budget,1 star,8850.0
holiday_package,3,2,budget,1 star,4000.0
honeymoon_package,3,5,budget,1 star,13500.0
honeymoon_package,7,6,standard,3 star,21500.0
honeymoon_package,7,6,standard,3 star,20500.0
honeymoon_package,3,5,budget,1 star,14500.0
honeymoon_package,8,8,premium,4 star,32000.0
luxury_package,6,9,premium,4 star,31950.0
honeymoon_package,8,8,premium,4 star,31000.0
spiritual packages,5,6,standard,3 star,17000.0
holiday_package,4,5,budget,1 star,14500.0
holiday_package,1,3,budget,1 star,5500.0
honeymoon_package,8,5,standard,3 star,18000.0
holiday_package,6,4,budget,1 star,13500.0
holiday_package,5,6,standard,3 star,16450.0
family_package,5,4,budget,1 star,9000.0
honeymoon_package,4,5,budget,1 star,13000.0
honeymoon_package,8,7,standard,3 star,24000.0
holiday_package,6,7,budget,1 star,15000.0
weekend_package,2,3,budget,1 star,4500.0
honeymoon_package,8,7,standard,3 star,28900.0
holiday_package,6,4,budget,1 star,12000.0
budget_package,2,3,budget,1 star,7450.0
family_package,7,6,standard,3 star,20500.0
holiday_package,3,4,budget,1 star,13399.0
holiday_package,5,8,standard,3 star,25200.0
holiday_package,4,9,premium,4 star,31000.0
holiday_package,2,4,budget,1 star,14900.0
spiritual packages,3,7,premium,5 star,30608.0
holiday_package,4,6,standard,3 star,21550.0
holiday_package,1,3,budget,1 star,6999.0
nature_package,4,4,budget,1 star,10000.0
holiday_package,2,4,budget,1 star,9749.0
holiday_package,3,6,standard,3 star,15449.0
holiday_package,2,4,budget,1 star,12500.0
holiday_package,2,4,budget,1 star,10999.0
holiday_package,4,5,budget,1 star,14499.0
holiday_package,2,6,standard,3 star,16506.0
holiday_package,4,7,standard,3 star,15865.0
cultural_package,5,7,standard,3 star,24999.0
honeymoon_package,7,6,standard,3 star,20500.0
honeymoon_package,5,4,budget,1 star,9000.0
holiday_package,3,4,budget,1 star,10550.0
honeymoon_package,8,5,standard,3 star,18000.0
honeymoon_package,5,6,standard,3 star,21450.0
spiritual packages,9,10,luxury,5 star,52000.0
holiday_package,6,10,standard,3 star,25500.0
holiday_package,2,4,budget,1 star,13500.0
holiday_package,2,5,premium,5 star,33000.0
holiday_package,2,5,standard,3 star,18500.0
holiday_package,1,4,standard,3 star,15750.0
holiday_package,4,7,standard,3 star,28990.0
holiday_package,5,9,premium,4 star,34300.0
adventure_package,2,7,standard,3 star,27750.0
weekend_package,1,3,budget,1 star,9550.0
honeymoon_package,4,6,standard,3 star,21691.0
family_package,1,3,budget,1 star,10423.0
holiday_package,2,4,budget,1 star,12000.0
holiday_package,1,3,budget,1 star,10500.0
holiday_package,4,8,premium,4 star,37750.0
honeymoon_package,6,10,premium,4 star,41500.0
holiday_package,2,4,budget,1 star,12900.0
offbeat_package,4,8,premium,4 star,40650.0
adventure_package,3,7,premium,5 star,31000.0
family_package,4,6,standard,3 star,23891.0
holiday_package,4,8,premium,4 star,32900.0
luxury_package,2,4,standard,3 star,21373.0
holiday_package,8,10,luxury,5 star,61320.0
nature_package,2,4,budget,1 star,13700.0
holiday_package,3,5,standard,3 star,16400.0
holiday_package,2,5,standard,3 star,18800.0
holiday_package,4,7,standard,3 star,24726.0
honeymoon_package,2,6,standard,3 star,22799.0
holiday_package,3,5,standard,3 star,16400.0
holiday_package,2,4,budget,1 star,13600.0
holiday_package,4,7,standard,3 star,28017.0
holiday_package,3,6,standard,3 star,21999.0
holiday_package,3,6,budget,1 star,7700.0
holiday_package,2,4,budget,1 star,12300.0
holiday_package,1,3,budget,1 star,7500.0
holiday_package,2,3,budget,1 star,8000.0
holiday_package,3,4,budget,1 star,11500.0
beach_holiday,5,5,standard,3 star,19430.0
beach_holiday,7,8,premium,4 star,32999.0
beach_holiday,7,7,standard,3 star,29000.0
beach_holiday,2,3,standard,2 star,15500.0
beach_holiday,5,5,standard,3 star,21000.0
budget_package,7,7,standard,3 star,28000.0
beach_holiday,5,5,standard,3 star,23000.0
beach_holiday,7,4,standard,3 star,18500.0
honeymoon_package,3,4,standard,3 star,21360.0
beach_holiday,7,8,premium,4 star,33600.0
beach_holiday,7,6,standard,3 star,22400.0
beach_holiday,5,5,standard,3 star,22500.0
beach_holiday,6,10,luxury,5 star,55000.0
adventure_package,3,7,luxury,5 star,75500.0
adventure_package,2,5,standard,3 star,21119.0
beach_holiday,5,6,standard,3 star,26700.0
family_package,5,5,standard,3 star,21000.0
beach_holiday,5,5,standard,3 star,20000.0
holiday_package,6,6,standard,3 star,26961.0
beach_holiday,3,5,standard,3 star,18766.0
beach_holiday,5,7,premium,5 star,31714.0
beach_holiday,7,7,premium,5 star,31890.0
beach_holiday,6,6,standard,3 star,22550.0
beach_holiday,8,9,premium,4 star,42600.0
luxury_package,5,6,premium,5 star,31000.0
beach_holiday,5,4,standard,3 star,15500.0
beach_holiday,7,6,standard,3 star,15500.0
beach_holiday,7,8,premium,4 star,34999.0
beach_holiday,5,6,standard,3 star,23000.0
beach_holiday,7,7,standard,3 star,26100.0
beach_holiday,9,4,standard,3 star,22200.0
beach_holiday,8,9,premium,4 star,41600.0
beach_holiday,7,6,standard,3 star,25000.0
honeymoon_package,5,5,standard,3 star,19999.0
beach_holiday,7,4,standard,3 star,28500.0
beach_holiday,7,7,premium,5 star,31500.0
luxury_package,5,6,standard,3 star,24450.0
luxury_package,5,6,premium,5 star,36000.0
honeymoon_package,5,5,standard,3 star,18119.0
beach_holiday,5,6,standard,3 star,22800.0
beach_holiday,2,4,budget,1 star,14000.0
beach_holiday,7,6,premium,5 star,32000.0
beach_holiday,8,7,premium,5 star,35714.0
beach_holiday,7,7,premium,5 star,30650.0
beach_holiday,6,6,standard,3 star,19500.0
honeymoon_package,3,6,standard,3 star,17599.0
beach_holiday,7,7,premium,5 star,34650.0
beach_holiday,7,8,premium,4 star,38600.0
beach_holiday,7,7,standard,3 star,29500.0
beach_holiday,7,8,premium,4 star,38600.0
beach_holiday,5,7,budget,1 star,14150.0
beach_holiday,5,7,standard,3 star,23500.0
honeymoon_package,5,5,standard,3 star,16300.0
beach_holiday,5,5,budget,1 star,12516.0
beach_holiday,5,8,standard,3 star,15791.0
holiday_package,5,7,standard,3 star,15895.0
beach_holiday,5,7,standard,3 star,15206.0
honeymoon_package,5,7,standard,3 star,15996.0
beach_holiday,5,8,standard,3 star,18684.0
honeymoon_package,5,8,standard,3 star,15546.0
beach_holiday,5,8,standard,3 star,17752.0
beach_holiday,5,8,standard,3 star,18941.0
holiday_package,2,4,standard,3 star,20999.0
holiday_package,3,5,standard,3 star,21000.0
holiday_package,3,6,standard,3 star,22000.0
holiday_package,3,7,standard,3 star,15500.0
holiday_package,6,8,premium,4 star,38390.0
nature_package,3,4,standard,3 star,19600.0
honeymoon_package,1,5,budget,1 star,11000.0
holiday_package,2,4,budget,1 star,9999.0
holiday_package,4,5,standard,3 star,22250.0
holiday_package,2,6,budget,1 star,12499.0
adventure_package,7,8,standard,3 star,23900.0
family_package,7,4,standard,3 star,19000.0
holiday_package,3,6,standard,3 star,29999.0
holiday_package,5,6,standard,3 star,25500.0
family_package,6,5,standard,3 star,21499.0
honeymoon_package,6,6,budget,1 star,12800.0
spiritual packages,4,8,luxury,5 star,52000.0
holiday_package,4,4,standard,3 star,15999.0
honeymoon_package,8,7,premium,5 star,41000.0
offbeat_package,6,6,premium,5 star,32000.0
holiday_package,9,9,premium,4 star,45500.0
holiday_package,6,10,luxury,5 star,58000.0
offbeat_package,9,7,premium,5 star,35498.0
nature_package,5,5,standard,3 star,21850.0
holiday_package,6,7,premium,5 star,41549.0
honeymoon_package,6,7,premium,5 star,30498.0
nature_package,7,8,premium,4 star,40390.0
weekend_package,4,6,standard,3 star,30000.0
honeymoon_package,6,8,premium,4 star,39999.0
honeymoon_package,3,6,standard,3 star,18999.0
holiday_package,6,8,premium,4 star,34000.0
honeymoon_package,3,6,standard,3 star,26100.0
holiday_package,5,7,premium,5 star,35498.0
holiday_package,3,5,standard,3 star,20800.0
holiday_package,7,9,luxury,5 star,74870.0
honeymoon_package,8,7,standard,3 star,30000.0
holiday_package,4,6,standard,3 star,27100.0
honeymoon_package,5,4,standard,3 star,15500.0
honeymoon_package,5,5,luxury,5 star,58800.0
luxury_package,5,8,luxury,5 star,51500.0
spiritual packages,4,7,standard,3 star,24999.0
spiritual packages,4,8,premium,4 star,35200.0
honeymoon_package,4,5,standard,3 star,20500.0
spiritual packages,6,11,premium,4 star,46999.0
nature_package,5,7,premium,5 star,31999.0
holiday_package,5,9,premium,4 star,42700.0
holiday_package,5,7,premium,5 star,32034.0
honeymoon_package,6,6,budget,1 star,12800.0
holiday_package,4,5,standard,3 star,22250.0
holiday_package,3,5,standard,3 star,20800.0
holiday_package,4,6,standard,3 star,23800.0
honeymoon_package,1,3,luxury,5 star,70900.0
nature_package,5,5,standard,3 star,21850.0
holiday_package,7,7,premium,5 star,45498.0
holiday_package,6,8,premium,4 star,36230.0
holiday_package,5,9,premium,4 star,40999.0
holiday_package,5,8,premium,4 star,44000.0
family_package,6,6,standard,3 star,28500.0
holiday_package,5,5,standard,3 star,20169.0
family_package,6,5,standard,3 star,21100.0
holiday_package,9,9,premium,4 star,45500.0
honeymoon_package,8,7,premium,5 star,41000.0
holiday_package,9,7,premium,5 star,31000.0
holiday_package,6,5,standard,3 star,21499.0
holiday_package,3,6,standard,3 star,25100.0
holiday_package,5,6,standard,3 star,25500.0
holiday_package,5,6,standard,3 star,26000.0
holiday_package,4,6,standard,3 star,26000.0
honeymoon_package,4,6,luxury,5 star,55100.0
holiday_package,6,7,premium,5 star,34950.0
spiritual packages,5,8,standard,3 star,28999.0
holiday_package,5,9,standard,3 star,29343.0
holiday_package,8,10,premium,4 star,48500.0
luxury_package,4,8,luxury,5 star,83000.0
holiday_package,3,4,standard,3 star,16000.0
luxury_package,5,5,premium,5 star,32699.0
offbeat_package,4,6,standard,3 star,28000.0
adventure_package,8,9,premium,4 star,45390.0
holiday_package,7,9,luxury,5 star,59000.0
spiritual packages,4,5,premium,5 star,38000.0
holiday_package,5,9,premium,4 star,42700.0
spiritual packages,4,7,premium,5 star,33150.0
holiday_package,7,4,standard,3 star,19000.0
holiday_package,6,8,premium,4 star,34000.0
family_package,6,5,standard,3 star,21100.0
family_package,6,6,standard,3 star,28500.0
honeymoon_package,6,6,budget,1 star,12800.0
holiday_package,7,7,premium,5 star,45498.0
nature_package,5,5,standard,3 star,21850.0
budget_package,4,5,standard,3 star,21490.0
holiday_package,9,7,premium,5 star,31000.0
family_package,5,7,standard,3 star,30000.0
holiday_package,7,8,premium,4 star,40000.0
holiday_package,7,7,premium,5 star,46500.0
adventure_package,5,6,standard,3 star,28500.0
family_package,8,8,premium,4 star,37380.0
holiday_package,5,7,premium,5 star,32000.0
spiritual packages,2,3,standard,2 star,26692.0
holiday_package,4,5,standard,3 star,25000.0
adventure_package,7,8,premium,4 star,38000.0
holiday_package,6,6,standard,3 star,21250.0
holiday_package,9,9,premium,4 star,45999.0
adventure_package,8,8,premium,4 star,45100.0
holiday_package,1,5,standard,3 star,20000.0
holiday_package,7,7,premium,5 star,31000.0
holiday_package,5,8,premium,4 star,48870.0
holiday_package,3,6,standard,3 star,25999.0
holiday_package,3,6,standard,3 star,25200.0
adventure_package,6,6,standard,3 star,26999.0
holiday_package,1,5,standard,3 star,20999.0
holiday_package,9,9,premium,4 star,42499.0
nature_package,6,7,premium,5 star,30340.0
holiday_package,7,7,premium,5 star,39000.0
holiday_package,8,8,luxury,5 star,54100.0
holiday_package,8,8,premium,4 star,40400.0
adventure_package,10,10,premium,4 star,49250.0
holiday_package,5,7,premium,5 star,31000.0
holiday_package,6,9,premium,4 star,30102.0
holiday_package,5,8,standard,3 star,26744.0
holiday_package,4,7,standard,3 star,29000.0
holiday_package,6,12,luxury,5 star,61000.0
family_package,4,5,standard,3 star,27000.0
honeymoon_package,10,10,standard,3 star,25250.0
honeymoon_package,3,6,standard,3 star,25999.0
honeymoon_package,7,9,luxury,5 star,70870.0
honeymoon_package,7,7,standard,3 star,29999.0
honeymoon_package,9,9,premium,4 star,38499.0
honeymoon_package,5,7,standard,3 star,29000.0
honeymoon_package,7,9,premium,4 star,38870.0
holiday_package,5,7,premium,5 star,34000.0
honeymoon_package,6,7,standard,3 star,26000.0
honeymoon_package,3,6,standard,3 star,21412.0
honeymoon_package,1,5,standard,3 star,15999.0
honeymoon_package,5,7,standard,3 star,20999.0
holiday_package,5,7,standard,3 star,26000.0
holiday_package,5,6,standard,3 star,20000.0
holiday_package,5,7,standard,3 star,19000.0
holiday_package,6,8,premium,4 star,40999.0
nature_package,6,7,premium,5 star,30340.0
holiday_package,10,8,premium,4 star,34000.0
honeymoon_package,6,7,standard,3 star,30000.0
holiday_package,10,10,luxury,5 star,78040.0
holiday_package,6,7,luxury,5 star,60000.0
luxury_package,6,8,premium,4 star,36100.0
holiday_package,9,10,luxury,5 star,80000.0
honeymoon_package,5,6,standard,3 star,24499.0
holiday_package,6,7,premium,5 star,40000.0
holiday_package,2,6,standard,3 star,22650.0
holiday_package,6,7,standard,3 star,29499.0
budget_package,1,6,standard,3 star,29799.0
family_package,4,6,standard,3 star,23900.0
luxury_package,3,6,premium,5 star,38500.0
holiday_package,5,7,standard,3 star,29000.0
holiday_package,7,8,luxury,5 star,50999.0
holiday_package,8,11,luxury,5 star,88700.0
adventure_package,7,11,luxury,5 star,60500.0
holiday_package,6,6,standard,3 star,26999.0
adventure_package,7,7,premium,5 star,32500.0
adventure_package,9,12,luxury,5 star,82000.0
holiday_package,1,4,budget,1 star,15000.0
spiritual packages,3,5,standard,3 star,17600.0
spiritual packages,4,3,budget,1 star,9000.0
spiritual packages,5,7,standard,3 star,23899.0
holiday_package,4,7,standard,3 star,26000.0
spiritual packages,5,7,premium,5 star,32000.0
holiday_package,2,5,standard,3 star,18000.0
spiritual packages,5,8,standard,3 star,29900.0
spiritual packages,5,8,standard,3 star,29500.0
spiritual packages,4,6,standard,3 star,23999.0
spiritual packages,5,9,premium,4 star,39200.0
spiritual packages,3,3,budget,1 star,10500.0
offbeat_package,4,6,standard,3 star,28000.0
spiritual packages,1,3,standard,2 star,16500.0
spiritual packages,4,2,standard,2 star,15200.0
spiritual packages,3,4,budget,1 star,10499.0
honeymoon_package,6,7,standard,3 star,18000.0
holiday_package,2,5,budget,1 star,12000.0
holiday_package,2,3,budget,1 star,8000.0
holiday_package,1,3,budget,1 star,7500.0
honeymoon_package,2,8,standard,3 star,24000.0
holiday_package,4,7,standard,3 star,26000.0
holiday_package,3,8,premium,4 star,30999.0
spiritual packages,5,8,premium,4 star,37090.0
honeymoon_package,4,8,standard,3 star,28200.0
honeymoon_package,4,7,standard,3 star,26150.0
honeymoon_package,4,6,standard,3 star,24499.0
holiday_package,2,3,budget,1 star,7999.0
budget_package,1,4,budget,1 star,7250.0
spiritual packages,1,3,budget,1 star,10000.0
holiday_package,4,7,standard,3 star,26000.0
holiday_package,2,5,standard,3 star,18000.0
holiday_package,2,5,standard,3 star,18000.0
holiday_package,1,3,budget,1 star,7000.0
honeymoon_package,5,5,standard,3 star,16169.0
honeymoon_package,5,5,standard,3 star,16169.0
holiday_package,10,10,luxury,5 star,78040.0
holiday_package,8,11,luxury,5 star,88700.0
honeymoon_package,4,8,premium,4 star,39500.0
honeymoon_package,4,8,premium,4 star,37500.0
luxury_package,4,8,premium,4 star,37500.0
honeymoon_package,3,8,premium,4 star,37500.0
holiday_package,7,10,premium,4 star,40500.0
holiday_package,7,10,premium,4 star,42000.0
holiday_package,3,5,standard,3 star,22000.0
nature_package,8,7,standard,3 star,26999.0
offbeat_package,7,7,standard,3 star,29000.0
holiday_package,7,12,luxury,5 star,58000.0
family_package,7,7,standard,3 star,29000.0
holiday_package,5,6,standard,3 star,23000.0
holiday_package,6,8,premium,4 star,32500.0
holiday_package,8,9,premium,4 star,42120.0
family_package,7,9,standard,3 star,25999.0
holiday_package,4,8,standard,3 star,20000.0
holiday_package,6,9,premium,4 star,32000.0
cultural_package,2,5,standard,3 star,24633.0
holiday_package,1,3,budget,1 star,6500.0
holiday_package,4,6,premium,5 star,32856.0
holiday_package,4,6,budget,1 star,10520.0
nature_package,3,3,budget,1 star,7530.0
holiday_package,2,5,budget,1 star,14586.0
holiday_package,3,6,premium,5 star,32581.0
offbeat_package,7,11,premium,4 star,46979.0
holiday_package,3,4,budget,1 star,13900.0
spiritual packages,4,7,standard,3 star,24348.0
holiday_package,4,5,standard,3 star,22050.0
nature_package,5,5,standard,3 star,19872.0
holiday_package,4,6,standard,3 star,16997.0
spiritual packages,6,6,budget,1 star,8673.0
holiday_package,4,5,standard,3 star,16486.0
holiday_package,3,5,budget,1 star,6700.0
holiday_package,3,6,standard,3 star,26940.0
holiday_package,5,8,standard,3 star,29508.0
spiritual packages,6,7,budget,1 star,10800.0
holiday_package,6,6,budget,1 star,13849.0
holiday_package,4,7,standard,3 star,27965.0
holiday_package,5,8,standard,3 star,22080.0
holiday_package,7,7,standard,3 star,23000.0
holiday_package,3,5,standard,3 star,16300.0
holiday_package,4,6,standard,3 star,24800.0
honeymoon_package,3,6,standard,3 star,27500.0
holiday_package,2,7,premium,5 star,31500.0
holiday_package,4,6,budget,1 star,13099.0
adventure_package,1,3,budget,1 star,11590.0
