visiting_places,visiting_places_rating,distance_from_city_center,cities_name,city_rating,city_type,city_visit_time,no_of_tourist_attration,states_name,state_categories,state_visit_time
kolthare beach,3.57,13.0,dapoli,3.8,beach type,summer_to_autumn,14.0,maharashtra,commercial_and_technological_state,monsoon
siddhi vinayak ganapati temple,3.57,5.0,dapoli,3.8,beach type,summer_to_autumn,14.0,maharashtra,commercial_and_technological_state,monsoon
savane beach,3.57,16.0,dapoli,3.8,beach type,summer_to_autumn,14.0,maharashtra,commercial_and_technological_state,monsoon
tamastirth beach,3.57,7.0,dapoli,3.8,beach type,summer_to_autumn,14.0,maharashtra,commercial_and_technological_state,monsoon
loktak lake and sendra island,4.3,31.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
kangla fort,3.5,1.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
tharon cave,3.5,50.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
shaheed minar,3.5,1.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
ina memorial,3.5,38.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
keibul lamjao national park,3.2,31.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
langthabal,3.2,6.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
singda dam,3.2,17.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
manipur zoological gardens,3.2,6.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
shri govindjee temple,3.2,1.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
manipur state museum,3.2,1.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
khongjom,3.2,31.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
"ebudhou thangjing temple, moirang",3.2,24.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
phubala,3.2,36.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
moirang,3.57,38.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
three mothers art gallery,3.57,1.0,imphal,2.6,nature type,autumn_to_summer,17.0,manipur,spiritual_and_historical_state,summer
rasmancha,3.5,2.0,bishnupur,4.3,nature type,autumn_to_winter,12.0,west bengal,cultural_and_heritage_state,winter
lalji temple,3.4,1.0,bishnupur,4.3,nature type,autumn_to_winter,12.0,west bengal,cultural_and_heritage_state,winter
susunia hill,3.1,46.0,bishnupur,4.3,nature type,autumn_to_winter,12.0,west bengal,cultural_and_heritage_state,winter
jorebangla temple,3.1,1.0,bishnupur,4.3,nature type,autumn_to_winter,12.0,west bengal,cultural_and_heritage_state,winter
mukutmonipur,3.1,57.0,bishnupur,4.3,nature type,autumn_to_winter,12.0,west bengal,cultural_and_heritage_state,winter
madan mohan temple,3.1,1.0,bishnupur,4.3,nature type,autumn_to_winter,12.0,west bengal,cultural_and_heritage_state,winter
biharinath hill,3.1,68.0,bishnupur,4.3,nature type,autumn_to_winter,12.0,west bengal,cultural_and_heritage_state,winter
radha shyam temple,3.1,2.0,bishnupur,4.3,nature type,autumn_to_winter,12.0,west bengal,cultural_and_heritage_state,winter
joyrambati,3.1,33.0,bishnupur,4.3,nature type,autumn_to_winter,12.0,west bengal,cultural_and_heritage_state,winter
jhilimili,3.1,77.0,bishnupur,4.3,nature type,autumn_to_winter,12.0,west bengal,cultural_and_heritage_state,winter
hadal-narayanpur,3.1,29.0,bishnupur,4.3,nature type,autumn_to_winter,12.0,west bengal,cultural_and_heritage_state,winter
umiam lake,4.3,10.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
elephant falls,4.3,8.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
laitlum canyons,4.3,3.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
don bosco museum,4.0,2.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
police bazar,4.2,1.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
meghalaya state museum,3.6,1.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
mawphlang,3.9,20.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
ward's lake,4.0,1.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
mawlynnong,4.3,42.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
shillong peak,4.2,4.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
mawjymbuin cave,3.57,44.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
all saints church,3.57,1.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
lady hydari park,3.8,2.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
sweet falls,3.7,5.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
spread eagle falls,3.4,2.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
david scott trail,4.0,36.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
kyllang rock,3.9,30.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
mawsynram,3.2,44.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
sohpetbneng,3.2,11.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
rhino heritage museum,3.57,2.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
malki forest,3.57,2.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
cathedral of mary help of christians shillong,3.57,1.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
air force museum,3.57,8.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
nohsngithiang falls,4.2,40.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
"butterfly museum, shillong",3.57,1.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
crinoline falls,3.57,2.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
jakrem,3.5,45.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
diengiei peak,3.2,10.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
museums in shillong,3.2,1.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
khasi hills,4.0,26.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
jaintia hills,3.8,46.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
garo hills,3.0,15.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
ever living museum,3.57,5.0,shillong,4.3,hilly type,autumn_to_summer,33.0,meghalaya,natural_and_scenic_state,summer
mawlyngbna,4.0,8.0,mawsynram,4.3,spiritual type,summer_to_winter,7.0,meghalaya,natural_and_scenic_state,summer
mawjymbuin cave,3.57,15.0,mawsynram,4.3,spiritual type,summer_to_winter,7.0,meghalaya,natural_and_scenic_state,summer
nohalikalai falls,3.5,11.0,mawsynram,4.3,spiritual type,summer_to_winter,7.0,meghalaya,natural_and_scenic_state,summer
krem liat prah cave,3.57,96.0,mawsynram,4.3,spiritual type,summer_to_winter,7.0,meghalaya,natural_and_scenic_state,summer
day trip to cherrapunjee,3.1,15.0,mawsynram,4.3,spiritual type,summer_to_winter,7.0,meghalaya,natural_and_scenic_state,summer
mawsmai caves,3.5,16.0,mawsynram,4.3,spiritual type,summer_to_winter,7.0,meghalaya,natural_and_scenic_state,summer
mawsmai falls,3.5,17.0,mawsynram,4.3,spiritual type,summer_to_winter,7.0,meghalaya,natural_and_scenic_state,summer
durtlang hills,3.6,5.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
reiek,4.2,13.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
vantawng falls,4.2,52.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
mizoram state museum,3.6,1.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
kv paradise,3.2,5.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
solomon temple,3.2,4.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
hmuifang,3.7,31.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
falkawn village,3.5,12.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
dampa tiger reserve,3.7,33.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
salvation army temple,3.2,1.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
saiha,3.2,140.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
phawngpui peak,3.5,118.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
tamdil (tam lake),3.7,24.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
berawtlang tourist complex,3.2,5.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
phawngpui,3.57,118.0,aizawl,4.2,hilly type,throughout_the_year,15.0,mizoram,natural_and_scenic_state,summer
dzukou valley and japfu peak,4.2,14.0,kohima,3.8,hilly type,autumn_to_summer,11.0,nagaland,natural_and_scenic_state,summer
kohima museum,3.6,6.0,kohima,3.8,hilly type,autumn_to_summer,11.0,nagaland,natural_and_scenic_state,summer
touphema village,4.2,9.0,kohima,3.8,hilly type,autumn_to_summer,11.0,nagaland,natural_and_scenic_state,summer
kohima zoo,3.5,2.0,kohima,3.8,hilly type,autumn_to_summer,11.0,nagaland,natural_and_scenic_state,summer
khonoma village,4.0,9.0,kohima,3.8,hilly type,autumn_to_summer,11.0,nagaland,natural_and_scenic_state,summer
"shilloi lake, kohima",4.0,69.0,kohima,3.8,hilly type,autumn_to_summer,11.0,nagaland,natural_and_scenic_state,summer
kohima war cemetery,3.5,1.0,kohima,3.8,hilly type,autumn_to_summer,11.0,nagaland,natural_and_scenic_state,summer
kohima cathedral,3.5,2.0,kohima,3.8,hilly type,autumn_to_summer,11.0,nagaland,natural_and_scenic_state,summer
"naga heritage village, kisama",4.0,6.0,kohima,3.8,hilly type,autumn_to_summer,11.0,nagaland,natural_and_scenic_state,summer
mokokchung,3.2,2.0,kohima,3.8,hilly type,autumn_to_summer,11.0,nagaland,natural_and_scenic_state,summer
ntangki wildlife sanctuary,3.2,57.0,kohima,3.8,hilly type,autumn_to_summer,11.0,nagaland,natural_and_scenic_state,summer
the triple falls,3.3,13.0,dimapur,2.0,rural type,autumn_to_summer,9.0,nagaland,natural_and_scenic_state,summer
kachari ruins,3.0,12.0,dimapur,2.0,rural type,autumn_to_summer,9.0,nagaland,natural_and_scenic_state,summer
shopping in dimapur,3.0,16.0,dimapur,2.0,rural type,autumn_to_summer,9.0,nagaland,natural_and_scenic_state,summer
zoological park,3.0,9.0,dimapur,2.0,rural type,autumn_to_summer,9.0,nagaland,natural_and_scenic_state,summer
nagaland science centre,3.0,13.0,dimapur,2.0,rural type,autumn_to_summer,9.0,nagaland,natural_and_scenic_state,summer
rangapahar reserve forest,3.0,13.0,dimapur,2.0,rural type,autumn_to_summer,9.0,nagaland,natural_and_scenic_state,summer
chumukedima,3.0,1.0,dimapur,2.0,rural type,autumn_to_summer,9.0,nagaland,natural_and_scenic_state,summer
"shiva temple, dimapur",3.0,13.0,dimapur,2.0,rural type,autumn_to_summer,9.0,nagaland,natural_and_scenic_state,summer
diezephe village,3.0,9.0,dimapur,2.0,rural type,autumn_to_summer,9.0,nagaland,natural_and_scenic_state,summer
lingaraj temple,4.2,7.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
nandankanan zoological park,3.57,11.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
rajarani temple,4.1,6.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
regional science centre bhubaneswar,3.57,1.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
udayagiri and khandagiri caves,3.57,6.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
mukteswara temple,3.1,6.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
"iskcon temple, bhubaneswar",3.4,1.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
day trip to chilika lake,4.2,15.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
biju patnaik park,3.57,4.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
state tribal museum,3.57,2.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
day trip to raghurajpur artist village,3.57,15.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
dhauli shanti stupa,3.3,15.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
bindu sarovara,3.4,6.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
"ram mandir, bhubaneswar",3.57,5.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
parasurameswara temple,3.5,6.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
brahmeshwara temple,3.1,7.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
orissa state museum,3.1,0.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
hirakud dam,4.2,15.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
"ekamra kanan, bhubaneswar",3.57,2.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
chausath yogini temple,3.57,10.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
regional museum of natural history,3.57,1.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
vaital deul temple,3.57,6.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
pathani samanta planetarium,3.57,1.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
ananta vasudev temple,3.57,6.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
bhaskareswara temple,3.57,6.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
"nicco park, bhubaneswar",3.57,1.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
ramachandi beach,3.57,55.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
kedar gauri temple,3.57,6.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
ocean world water park,3.57,12.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
tikarpada wildlife sanctuary,3.1,107.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
deras dam,3.57,14.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
esplanade one,3.57,3.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
gandhi park,3.57,1.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
imfa park,3.57,3.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
kharavela park,3.57,6.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
netaji subhash chandra bose park,3.57,5.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
"indira gandhi park, bhubaneswar",3.57,3.0,bhubaneswar,4.1,beach type,autumn_to_winter,37.0,odisha,spiritual_and_historical_state,winter
raghurajpur artist village,3.57,15.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
sri jagannath puri temple,3.6,2.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
puri beach,4.2,4.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
markandeswara temple,3.2,47.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
narendra tank,3.2,1.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
sudarshan crafts museum,3.57,1.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
pipili,3.57,33.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
sakshi gopal temple,3.57,1.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
chilika lake,4.2,53.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
raghurajpur artist village,3.57,8.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
astaranga beach,3.57,49.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
jagannath rath yatra,4.2,2.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
lakshmi temple,3.2,2.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
swargadwar beach,3.57,3.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
vimala temple,3.57,2.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
gundicha temple,3.57,1.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
lokanath temple,3.2,3.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
ganesh temple,3.7,52.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
alarnatha temple,3.57,2.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
baliharachandi beach,3.57,15.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
daya river,3.57,30.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
baleshwar beach,3.57,12.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
sonar gouranga mandir,3.57,2.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
balighai beach,3.57,11.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
mausima temple,3.57,0.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
golden beach,3.57,15.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
blue splash water park,3.57,10.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
pratyush ocean world,3.57,3.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
nalbana bird sanctuary,3.57,58.0,puri,4.3,beach type,throughout_the_year,29.0,odisha,spiritual_and_historical_state,winter
"sun temple, konark",4.3,1.0,konark,4.2,beach type,autumn_to_winter,5.0,odisha,spiritual_and_historical_state,winter
chandrabhaga beach,3.5,3.0,konark,4.2,beach type,autumn_to_winter,5.0,odisha,spiritual_and_historical_state,winter
asi museum,3.5,0.0,konark,4.2,beach type,autumn_to_winter,5.0,odisha,spiritual_and_historical_state,winter
astaranga beach,3.57,1.0,konark,4.2,beach type,autumn_to_winter,5.0,odisha,spiritual_and_historical_state,winter
bhitarkanika national park & wildlife sanctuary,3.5,106.0,cuttack,3.7,beach type,throughout_the_year,5.0,odisha,spiritual_and_historical_state,winter
barabati fort,4.2,3.0,cuttack,3.7,beach type,throughout_the_year,5.0,odisha,spiritual_and_historical_state,winter
stone revetment,3.1,11.0,cuttack,3.7,beach type,throughout_the_year,5.0,odisha,spiritual_and_historical_state,winter
dhabaleshwar,3.1,10.0,cuttack,3.7,beach type,throughout_the_year,5.0,odisha,spiritual_and_historical_state,winter
paradeep beach,3.57,78.0,cuttack,3.7,beach type,throughout_the_year,5.0,odisha,spiritual_and_historical_state,winter
khandadhar waterfall,3.3,62.0,rourkela,3.4,beach type,autumn_to_winter,9.0,odisha,spiritual_and_historical_state,winter
darjing and deoghar,3.0,47.0,rourkela,3.4,beach type,autumn_to_winter,9.0,odisha,spiritual_and_historical_state,winter
vedvyas,3.5,7.0,rourkela,3.4,beach type,autumn_to_winter,9.0,odisha,spiritual_and_historical_state,winter
ghogar,3.0,21.0,rourkela,3.4,beach type,autumn_to_winter,9.0,odisha,spiritual_and_historical_state,winter
ambagan market,3.0,1.0,rourkela,3.4,beach type,autumn_to_winter,9.0,odisha,spiritual_and_historical_state,winter
biju patnaik hockey stadium,3.0,2.0,rourkela,3.4,beach type,autumn_to_winter,9.0,odisha,spiritual_and_historical_state,winter
super market,3.0,4.0,rourkela,3.4,beach type,autumn_to_winter,9.0,odisha,spiritual_and_historical_state,winter
vip market,3.0,2.0,rourkela,3.4,beach type,autumn_to_winter,9.0,odisha,spiritual_and_historical_state,winter
hanuman vatika,3.57,5.0,rourkela,3.4,beach type,autumn_to_winter,9.0,odisha,spiritual_and_historical_state,winter
hirakud dam,3.5,12.0,sambalpur,4.5,hilly type,autumn_to_winter,5.0,odisha,spiritual_and_historical_state,winter
shopping in sambalpur,3.0,1.0,sambalpur,4.5,hilly type,autumn_to_winter,5.0,odisha,spiritual_and_historical_state,winter
samaleswari temple,3.1,1.0,sambalpur,4.5,hilly type,autumn_to_winter,5.0,odisha,spiritual_and_historical_state,winter
leaning temple of huma,3.4,24.0,sambalpur,4.5,hilly type,autumn_to_winter,5.0,odisha,spiritual_and_historical_state,winter
deer park,3.1,2.0,sambalpur,4.5,hilly type,autumn_to_winter,5.0,odisha,spiritual_and_historical_state,winter
jaigad fort,4.1,36.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
swayambhu ganpati temple,3.5,36.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
jaigad lighthouse,3.4,36.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
ganapatipule beach,3.4,18.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
thibaw point,3.1,1.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
pawas,3.6,13.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
pandre samudra,3.1,2.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
malgund,3.1,20.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
ratnadurg fort,3.1,4.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
velneshwar,3.6,45.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
water sports in ganapatipule,3.1,18.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
bhatye beach,4.2,3.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
city shopping,3.0,2.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
tilak ali museum,3.1,2.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
gateway of ratnagiri,3.1,2.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
aare mango farm,3.1,11.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
mandavi beach,3.1,3.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
ganeshgule beach,3.1,14.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
sri devi bhagwati mandir,3.1,4.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
guhagar beach,3.57,57.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
anjarle beach,3.57,98.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
sri kanakaditya temple,3.57,29.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
swami swaroopanand samadhi math,3.57,14.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
ratnagiri marine museum,3.57,3.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
parashuram temple,3.57,66.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
dhootpapeshwar temple,3.57,43.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
aare beach,3.57,12.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
patit pavan mandir,3.57,2.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
