visit_places,rating,city_names,visit_place_summary
5. Sri Govinda Bhagavatpaada Cave,"3.1
 /5","1 km  from city center 
 
 5 out of 5 Places To Visit in Omkareshwar","Considered very religious by the Hindus, this cave has a main hall and a small sanctum with a Shivalingam. It is believed that it was here where Shankaracharya met the great saint Govinda Bhagwatpad and he took spiritual education and his deeksha under him."
1. Bee falls,"3.6
 /5","3 km  from city center 
 
 1 out of 18 Places To Visit in Pachmarhi","A beautiful waterfall which provides drinking water to the entire Pachmarhi, Bee falls provide a picturesque view."
2. Jata Shankar caves,"3.5
 /5","6 km  from city center 
 
 2 out of 18 Places To Visit in Pachmarhi",The Jata Shankar Caves in Pachmarhi are considered sacred as they are popularly believed to be the place where Lord Shiva concealed himself from the wrath of Bhasmasur.
3. Pandava Caves,"3.6
 /5","1 km  from city center 
 
 3 out of 18 Places To Visit in Pachmarhi",These caves are believed to provide shelter to the Pandavas during their exile period. It is now a protected monument and tourists flock from all over India to see this place.
4. Dhoopgarh,"3.5
 /5","4 km  from city center 
 
 4 out of 18 Places To Visit in Pachmarhi","The highest point in the Satpura range, Dhoopgarh hilltop is a beautiful spot to see marvelous sunsets and sunrises. However, this point can only be reached by trekking. The trekking route is relatively tough as it passes through some waterfalls and valleys."
5. Handi Khoh,"3.2
 /5","3 km  from city center 
 
 5 out of 18 Places To Visit in Pachmarhi","One of the most beautiful ravines in Central India, Handi Khoh has a 300 feet high precipice in the middle of a dense forest. The place has a mythological history and is believed to be closely associated with Lord Shiva."
6. Mahadeo hill,"3.2
 /5","1 km  from city center 
 
 6 out of 18 Places To Visit in Pachmarhi","Situated at an altitude of 1363m, the Mahadeo hill in southern Madhya Pradesh is famous for an ancient shrine of Lord Shiva. The holy shrine holds a divine idol of Lord Shiva and one of the most beautiful shivalingams in the country."
7. Duchess falls,"3.2
 /5","21 km  from city center 
 
 7 out of 18 Places To Visit in Pachmarhi","One of the most beautiful cascades in Pachmarhi, the Duchess Falls crash over a hundred meters creating a majestic roar. The beautiful waterfalls bifurcate into three different cascades and a tourist has to travel for 4km to reach the base of the first cataract."
8. Satpura National Park,"4.2
 /5","4 km  from city center 
 
 8 out of 18 Places To Visit in Pachmarhi","The Satpura National Park is an exclusive and pristine landscape that has been preserved primarily for the protection of flora and fauna. It is the perfect place for all those who are tired of the conventional sanctuaries and wildlife parks and want to have a unique experience, away from the usual hustle bustle of the city."
9. Priyadarshini Point (Forsyth point),"3.2
 /5","4 km  from city center 
 
 9 out of 18 Places To Visit in Pachmarhi",This is the point from where Captain James Forsyth discovered Pachmarhi in the year 1857. It was only after this that Pachmarhi was recognized as a hill station and a resort. Priyadarshini point gives an eagle's eye view of the entire hill station and its serene landscape.
10. Chauragarh Temple,,"6 km  from city center 
 
 10 out of 18 Places To Visit in Pachmarhi","Chauragarh Temple is a revered Shiva shrine atop the Chauragarh hill in Pachmarhi, MP. Shaivite devotees have to climb nearly 1300 steps to reach the temple at the crest. The shrine is known for the thousands of tridents stuck in the temple premises, offered by devotees over the years. The view of the sunrise from here is quite breathtaking, so are the surrounding forested valleys."
11. Apsara Vihar,,"0 km  from city center 
 
 11 out of 18 Places To Visit in Pachmarhi","Deep inside the jungle of Pachmarhi, Apsara Vihar is a lovely, serene waterfall, cascading from 30 feet height and forming a pool of cold water below. This is one of the most popular haunts for travellers and picnickers to take a break from the monotony and spend some time splashing in the water and taking in the ambience of the place."
12. Bade Mahadev,,"6 km  from city center 
 
 12 out of 18 Places To Visit in Pachmarhi","In the lap of the rugged nature, the Bada Mahadev cave of Pachmarhi is a shrine for Lord Shiva, with idols of Brahma, Vishnu and Ganesh as well. The 60 ft tall cave is believed to be the place where Lord Vishnu killed Demon Bhasmasura. Natural water streams inside the cave forms a holy pool, bathing in which is supposed to wash off one's sins."
13. Reechgarh,,"0 km  from city center 
 
 13 out of 18 Places To Visit in Pachmarhi","Reechgarh is a huge cave hidden within the folds of the hill of Pachmarhi, which gets its name from a local legend. The myth says that once a giant bear (reech in Hindi) used to live in this cave. The climb up to the cave is covered with lush greenery, and the caves act as natural air conditioners with cool wind blowing through them."
14. Bison Lodge,,"1 km  from city center 
 
 14 out of 18 Places To Visit in Pachmarhi","Bison Lodge once used to be the resident of British man Captain Forsyth, who came across Pachmarhi in 1857 while leading his troop and settled down here. The lodge now caters to tourists visiting the forests of Satpura hills, while the Museum is a grand display of pictures, models and samples of the flora and fauna of the place."
15. Rajendragiri Sunset Point,,"3 km  from city center 
 
 15 out of 18 Places To Visit in Pachmarhi","Rajendragiri sunset point is a spectacular sunset viewpoint near Pachmarhi, named after the first president of India - Dr Rajendra Prasad as he was a frequent visitor to this spot. As the sun sets beyond the distant hills, you can simply take in the ambience of the place or get busy with your camera to capture the moment."
16. Rajat Prapat Waterfall,,"2 km  from city center 
 
 16 out of 18 Places To Visit in Pachmarhi","Rajat Prapat waterfall tears through the rugged hillsides of Satpura and the greenery that covers it from a height of 107 metres in one single, cascading fall. When the sun shines on it, the fall looks like a stream of shining silver and hence it got its name, as ¥rajat' means silver in Hindi. During the full monsoon, the waterfall is a mighty scene to behold."
"17. Christ Church, Pachmarhi",,"0 km  from city center 
 
 17 out of 18 Places To Visit in Pachmarhi","Christ Church is a true-blue colonial architecture of the British era, still standing tall amidst tall trees and greenery. The protestant church clings on to the old-world charm and the tall spire, stone structure and Belgian glass panes will quickly transport you back to the bygone times. There is a small cemetery in the premises, bearing epitaphs dating back to the 1800s up to the World Wars."
18. Gupt Mahadev,,"6 km  from city center 
 
 18 out of 18 Places To Visit in Pachmarhi","Gupt Mahadev is quite an interesting and mysterious spot near Pachmarhi where spirituality meets adventure.The cave is narrow and meandering, and one has to walk sideways through the 40 feet winding pathways to reach the centre of the Shiva shrine where the lingam is worshipped."
"1. Jehangir Mahal, Orchha Fort","3.7
 /5","2 km  from city center 
 
 1 out of 16 Places To Visit in Orchha","Built as be a garrison and citadel for the Mughals to allow greater control over the Bundela region, this palace was completed in 1598 by Bharath Bhushan after he defeated Vir Deo Singh of Bundela."
2. Ram Raja Temple,"3.5
 /5","2 km  from city center 
 
 2 out of 16 Places To Visit in Orchha",This beautiful Ram temple has an intriguing history behind it. The Idols which were supposed to be installed in the magnificent Chaturbhuj Temple were kept on the ground where this temple now stands.
"3. Raja Mahal, Orchha Fort","3.6
 /5","2 km  from city center 
 
 3 out of 16 Places To Visit in Orchha","Built during the 17th century, the Raja Mahal has withstood the test of time without losing its charm that transports you back to one of the golden eras of history."
4. Rafting and Boating in River Betwa,"3.5
 /5","0 km  from city center 
 
 4 out of 16 Places To Visit in Orchha",Rafting in the river Betwa is also possible and the rafting starts from the boat club. Tickets are arranged through MP tourism and are available at the Betwa retreat or at the Hotel Sheesh Mahal. It could cost you around Rs. 1000 per hour or more per raft and a single raft would take 1-6 persons.
5. Chattris (Cenotaphs),"3.5
 /5","3 km  from city center 
 
 5 out of 16 Places To Visit in Orchha","Situated on the banks of Betwa river, Chattris is a set of magnificent royal tombs of the Maharajas, placed on a platform and supported by the pillars."
"6. Chaturbhuj Temple, Orchha","3.6
 /5","2 km  from city center 
 
 6 out of 16 Places To Visit in Orchha","Built in 875 AD during the reign of Gurjara Pratihara dynasty, this famous temple is dedicated to Lord Vishnu. The name literally means the one with four arms, and Lord Vishnu has been referred as Chaturbhuj in various Hindu texts."
7. Phool Bagh,"3.2
 /5","2 km  from city center 
 
 7 out of 16 Places To Visit in Orchha","A beautiful garden complex depicting the aesthetic qualities of the Bundelas, this place has multiple fountains culminated in an 8-pillared palace pavilion."
8. Rani Mahal,"3.8
 /5","11 km  from city center 
 
 8 out of 16 Places To Visit in Orchha","Wrapped in elegance and magnificence that only befits the royalty, the Rani Mahal of Orccha is an enchanting fortification right from the pages of the history bygone. The fort is beautifully embellished with intricate carvings and colourful paintings which make quite the statement about the art and artists of Uttar Pradesh. Translating to 'the queen's palace', this destination once served as the royal quarters for the wife of Raja Madhukar Singh, and its last occupant was Rani Laxmi Bai herself. The palace has now been converted into a museum."
9. Chandrashekhar Azad Memorial,"3.2
 /5","3 km  from city center 
 
 9 out of 16 Places To Visit in Orchha","A monument built in honor of one of the greatest freedom fighters of all time- Chandrashekhar Azad, this memorial is a true representation of what the revolutionary hero stood for. It also houses a life-size bronze statue of Chandrashekhar Azad."
10. Shopping in Orchha,"3.0
 /5","2 km  from city center 
 
 10 out of 16 Places To Visit in Orchha","Orchha does not have a lot to offer to shopaholics except for the souvenirs, handicrafts, beaded chains, gemstones, etc. Various small shops selling such items can be found nearby most tourist attractions. Bargaining on the prices is advisable."
11. Ayurvedic Massages,"3.2
 /5","3 km  from city center 
 
 11 out of 16 Places To Visit in Orchha",You can head to Orchha Resort or to the Amar Mahal if you wish for a relaxing and soothing Ayurvedic massage. The charges are between Rs. 500-2000. Yoga classes are also held here on a daily basis in the mornings.
12. Lakshminarayan Temple,"3.2
 /5","2 km  from city center 
 
 12 out of 16 Places To Visit in Orchha","The Lakshminarayan Temple has a unique architecture which is a blend of a fort and a temple moulds. The temple houses stunning murals which depict mythological, spiritual and secular themes( an art lover's delight) and also a lot of post-mutiny paintings."
13. Nature Trail,"3.2
 /5","5 km  from city center 
 
 13 out of 16 Places To Visit in Orchha",This 12km long nature trail in the Orchha Natural Reserve can be a beautifully enriching experience. This is part of a beautiful river island spread across 44 sq km surrounded by Jamni river and Betwa river.
14. Dauji ki haveli,"3.2
 /5","3 km  from city center 
 
 14 out of 16 Places To Visit in Orchha","The centre of trading activities, Orchha gave birth to a new class of people- the Merchants. Intelligent and influential as they were, they used their wealth to build stunning monuments which were replicas of the palaces in which the royalty lived."
15. Sunder Mahal,"3.2
 /5","7 km  from city center 
 
 15 out of 16 Places To Visit in Orchha","A small palace which is almost in ruins today, the air in this haveli has a quaint serenity. The ruins testify the time that has passed since Dhurjban, the son of Jhujhar resided there."
16. Swimming,"3.2
 /5","3 km  from city center 
 
 16 out of 16 Places To Visit in Orchha",A lot of people also indulge in swimming near the Boat club or near the boulder-strewn section near the Bundelkhand riverside.
1. Madhav National Park,"4.1
 /5","6 km  from city center 
 
 1 out of 9 Places To Visit in Shivpuri","Spread over a sprawling area of 157 sq km in the district of Shivpuri, is the Madhav National Park. It is one of the major wildlife parks in the district."
2. Chhatri,"3.5
 /5","3 km  from city center 
 
 2 out of 9 Places To Visit in Shivpuri","Set in a formal Mughal garden and constructed by under the rule of the Scindias, the Chhatri is one of the famous monuments that shows a fine blend of both Mughal as well as Hindu culture."
3. The Madhav Vilas Palace,"3.1
 /5","1 km  from city center 
 
 3 out of 9 Places To Visit in Shivpuri",The Madhav Vilas Palace is just that run-of-the-mill yet immensely sophisticated edifice that every rule once built during his reign to show his wealth and clout.
4. Bhadaiya Kund,"3.1
 /5","4 km  from city center 
 
 4 out of 9 Places To Visit in Shivpuri","Bhadaiya Kund is a natural spring, known for high mineral content. Several tourists visit this picnic spot near Shivpuri, especially during the monsoon season."
5. Sakhya Sagar Lake,"3.1
 /5","4 km  from city center 
 
 5 out of 9 Places To Visit in Shivpuri","The Madhav National Park is flanked by the Sakhya Sagar Lake. It was created back in the 1920s on the Manier River in the district of Shivpuri. One can find a large number of reptiles, marsh crocodiles, Indian Pythons and Monitor Lizards in it."
6. Panihar,"3.1
 /5","84 km  from city center 
 
 6 out of 9 Places To Visit in Shivpuri","Panihar is considered to be a holy bathing place in the district of Shivpuri, situated at a distance of around 20 km from Gwalior. It is regarded that once you take a dip here, you are washed off of all your sins and wrongdoings."
7. Banganga,"3.1
 /5","4 km  from city center 
 
 7 out of 9 Places To Visit in Shivpuri","Banganga is an old temple in Shivpuri, which is renowned for its 52 holy kunds. Legend has it that this is exactly the place where Arjuna, shot an arrow in the ground to get water for quenching the thirst of Bhishma which is why it has earned the name Ban(Arrow) Ganga(holiest water body in India)."
8. Karera Bird Sanctuary,"3.1
 /5","58 km  from city center 
 
 8 out of 9 Places To Visit in Shivpuri","Ornithologists, rejoice! The most appropriate place for a bird lover in Shivpuri is the Karera Bird Sanctuary, situated about 55 km from the city of Shivpuri."
9. Shiv Chaturdashi,"3.1
 /5","2 km  from city center 
 
 9 out of 9 Places To Visit in Shivpuri",This festival is celebrated with a lot of exuberance as Amarkantak witnesses saints from all over the country during the month of February-March. It is a delight to come visit this place during that time.
1. Sharadha Devi Temple,,1 out of 8 Places To Visit in Satna,"The Maa Sharadha Devi Temple located in Maihar in Satna is another popular religious site. The temple is situated atop the Trikoota Hill, and around 1063 steps lead to the temple shrine on top. A ropeway has been designed for pilgrims who are unable to make the climb. Maihar also has its history and legend. It is believed that Lord Shiva while carrying the body of the dead goddess mother Sati, dropped her necklace or ‘har’ here, giving the place its name Maihar."
2. Venkatesh Temple,,2 out of 8 Places To Visit in Satna,"Located near Mukhtyarganj, the Venkatesh Temple was built in 1876. Made of red stone and reflected in ripples on the waters of the pond it exudes a tremendous sense of peace and calm. Developed based on the design of the south Indian temples, it is said that it took about 49 years to make the temple where the workers came from southern India. The religious events led here include the Guru Purnima, the Jhulan Festival, Narasimha Chaturdashi, Janmashtami, Ramnavmi, Sharad Purnima and more. Founded by Randaman Singh this temple is also one of the oldest in the Vindhya region."
3. Ramvan,,3 out of 8 Places To Visit in Satna,"Situated on the Rewa road, Ramvan is the abode of ancient remains of temples. One of the main temples is the Hanuman Mandir. Ramvan is for both the young and old. The lush greenery is inviting for kids, and the spiritual element puts one instantly at ease. The atmosphere is calming, and the well-maintained gardens and premises make it one of the most visited sites of Satna. The Tulsi Museum at Ramvan is the sculptures from the ancient temples are preserved. They give a peak into the artistry and devotion of the earlier generations."
4. Bharhut Stupa,,4 out of 8 Places To Visit in Satna,"Located in the village of Bharhut in the Satna district are the relics of the famous Bharhut Stupa. A site revered by Buddhists the Bharhut Stupa was built by Ashoka the Great. The Stupa represents some of the earliest arts and sculptures of Buddhist history and beliefs. The Buddha is represented through common symbols such as the Bodhi Tree, footprints, empty seat, Dharma Wheel etc. Though Ashoka built the Stupa, many works such as the gateway and railings were added by the Shunga dynasty."
5. Jagatdev Talab,,5 out of 8 Places To Visit in Satna,"Jagatdev Talab or Jagat Dev Lake is a human-made reservoir in Satna. The famous Shiv Temple lies at the banks of the lake and is visited often by devotees. Some other places of worship in Satna are the Pashupati Nath Mandir, Shri Raghuvir Mandir, Dali Baba, the 450-year-old Satyanarayan Temple, Ram Janki Temple, Hanuman Ji Ka Mandir near Jaitwar in Bamhori, Dhawari’s Sai Baba Temple and more."
6. Madhavgarh Fort,,6 out of 8 Places To Visit in Satna,"Besides the various religious sites in Satna, Madhavgarh Fort is a historical structure built about 400 years ago. Madho Singh Ji built the fort which was converted in the year 2000 into a heritage hotel by Thakur Bhawani Singh Ji. The fort is best remembered for the battle of Marathas in 1787. It stands above the Tunga battlefield as well as a Rajasthani village which is home to many local artisans and handicrafts. Within the fort lies the Pratap Mahal suite, the room in which Maharaja Pratap Singh resided as well as the Deodhi Phoola Mahal. The fort once was the centre of the Rewa state. The shape of the fort along with the beautiful arts on the domes and interiors make it worth a visit from a purely historical and architectural point of view."
7. Pannilal Chowk,,7 out of 8 Places To Visit in Satna,"One of the busiest areas of the city, the Pannilal Chowk is the heart of Satna. Reverberating with a buzz of the constant crowd, shopping outlets and lip-smacking street food, the Pannilal Chowk is what the main centre of any bustling town looks like. Lined with shops selling all sorts of wares and products it is a delight for tourists and locals who want to buy souvenirs, garments or just about anything. For the tourist especially Pannilal Chowk gives the feel of the city on the ground."
8. Maihar Ropeway,,8 out of 8 Places To Visit in Satna,"Maihar is a small town in the Satna district of Madhya Pradesh in India which is basically known for the Maa Sharda Temple. The revered Hindu temple is perched atop the Trikuta Hill and is an important pilgrimage spot of the Hindus. Not only this, the temple experiences a large footfall of tourists as well. Since the temple is situated on top of a hillock, some of the devotees (especially the elderly people) face a lot of difficulty climbing up and reaching the destination. So the ropeway was introduced for the convenience of the pilgrims."
1. Asirgarh Fort,"4.1
 /5","18 km  from city center 
 
 1 out of 5 Places To Visit in Burhanpur","Asirgarh fort is also known as Asa Ahir Garh because it is built by Emperor Asa Ahir. Earlier the  name was Asa Ahir Garh, later it got transformed and became Ashirgarh. Its height is 259.1 meter high from the base and from sea level it is 701 meter high. It is situated in the Satpura Range about 20 kilometres,  north of the city of Burhanpur, in  Madhya Pradesh. Because the fortress commands a pass through the Satpuras connecting the valleys of the Narmada and Tapti rivers, one of the most important routes from northern India to the Deccan, it was known as the ""key to the Deccan""or ""Gateway of South India'. During the Mughal Era, it was considered that the Deccan started here while the empire from Asirgarh to Delhi was considered Hindustan. The fort was built by Asa Ahir of the Ahir dynasty."
"2. Jama Masjid, Burhanpur","3.5
 /5","1 km  from city center 
 
 2 out of 5 Places To Visit in Burhanpur",A monument and a worshipping place combined makes this place one of the most sought after attractions in the heart of Burhanpur - the Jama Masjid. It is located at the very center of town in Gandhi Chowk.
3. Dargah-E-Hakimi,"3.1
 /5","2 km  from city center 
 
 3 out of 5 Places To Visit in Burhanpur","Dargah-e-Hakimi, is one of the holiest places for the Dawoodi Bohra Muslims in the state of Madhya Pradesh. It is located about 3 km from Gadhi Chowk in Burhanpur."
4. Shahi Qila,"3.1
 /5","2 km  from city center 
 
 4 out of 5 Places To Visit in Burhanpur","The Badshahi Qila is located to the east of the Tapti River. Sadly, like the other monuments of Burhanpur this one wasn't given much attention and all that has been left of the place are its remnants."
5. Zenana Hammam,"3.1
 /5","2 km  from city center 
 
 5 out of 5 Places To Visit in Burhanpur",The most important and beautiful part of the remnants of the Shahi Qila is the Zenana Hammam(bath). It is the perfect blend of styles inspired from both Mughal and Persian civilizations.
1. Elephanta Caves,"4.3
 /5","14 km  from city center 
 
 1 out of 104 Places To Visit in Mumbai","A UNESCO World Heritage Site, Elephanta Caves is a specimen of rock-cut art and architecture from the times of medieval India. The caves are located on the Elephanta or Gharapuri island which is situated at a distance of 11 km from the city of Mumbai. Natively known as Gharapurichi Leni, the Elephanta Caves that exist today are ruins of what were once elaborately painted artworks. It also provides an amazing view of the Mumbai skyline. You can reach the Elephanta Caves via a ferry ride from Gateway of India. This collection of cave temples dates back to 5th to 7th centuries and most of them are dedicated to Lord Shiva."
"2. Marine Drive, Mumbai","4.5
 /5","16 km  from city center 
 
 2 out of 104 Places To Visit in Mumbai","Starting from the north of Nariman Point and ending at the famous Chowpatty beach, the Marine Drive is a 3km long arc shaped road along the sea coast of South Mumbai. The coast lines the Arabian sea and is the best place to watch the sunset in Mumbai."
3. Juhu Beach,"4.4
 /5","8 km  from city center 
 
 3 out of 104 Places To Visit in Mumbai","The most popular beach in Mumbai, Juhu beach is located close to Andheri and was once quite a beautiful beach. However, with so many tourists coming in here, the place has become dirty and water is also not clean because of affluents from nearby factories and industries."
4. Colaba Causeway,"4.3
 /5","18 km  from city center 
 
 4 out of 104 Places To Visit in Mumbai","One of the most crowded and electrifying places to visit in Mumbai is the Colaba Causeway, famous for being a shopping paradise and having endless shops to choose from. It has a charm about it, which will suck you into its world of colourful shops and old-world cafes like a magnet."
5. Gateway of India,"4.4
 /5","18 km  from city center 
 
 5 out of 104 Places To Visit in Mumbai","One of the most distinguished monument in Mumbai, The Gateway of India was built in 1924. Now it has become a popular tourist hub in the city. Located at Apollo Bunder Waterfront, the monument overlooks the Arabian Sea in the most beautiful way."
6. Film City Mumbai,"3.8
 /5","10 km  from city center 
 
 6 out of 104 Places To Visit in Mumbai","Spread across a vast area of 520 acres, the Film City is comprised of about twenty indoor studios and is located in Aarey Colony, Mumbai, Film City is often regarded as a home of Bollywood. The place is so vast that about 1000 film sets can be erected here simultaneously. Over the years, it has been the locations for a number of Bollywood films. Almost over 900 movies and many more television shows have also been shot here. Today, Film City has grown to be one of the best film studios, well-equipped with all the essential amenities and world-class facilities. Not only is it a great place for film shoots, but it is also filled with verdant greenery and refreshing expanses."
7. Enjoy Street Food,,7 out of 104 Places To Visit in Mumbai,"The food culture of Mumbai is defined by its street food. People from all economic classes eat from the roadside food stalls in Mumbai, which serve some of the best local food, even better than many restaurants. Mumbai's most famous street food includes Vada Pav, bhelpuri, panipuri, sevpuri, Bombay sandwich, ragda-pattice, pav bhaji, omlette pav and kebabs. Among the popular desserts of Mumbai are Kulfi and Ice Gola."
8. Hanging Gardens,"3.8
 /5","15 km  from city center 
 
 8 out of 104 Places To Visit in Mumbai","Marked by bushes trimmed into shapes of various animals and proximity to the Arabian Sea are the Hanging Gardens, opposite the Kamla Nehru park. Spend a relaxed evening here, enjoying the sunset, especially if you are with kids."
9. Prince of Wales Museum,"4.3
 /5","17 km  from city center 
 
 9 out of 104 Places To Visit in Mumbai","The Prince of Wales Museum is regarded as one of the heritage buildings of Mumbai owing to its splendid architecture. The museum comprises of a plethora of ancient, exquisite artefacts relating to the rich and diverse history of India."
10. Mumbai Zoo,"3.8
 /5","12 km  from city center 
 
 10 out of 104 Places To Visit in Mumbai","Popularly known as Veermata Jijabai Udhyan, the zoo is the best way to spend family holidays amidst a vast variety of birds & animals."
11. Essel World,"3.6
 /5","19 km  from city center 
 
 11 out of 104 Places To Visit in Mumbai","Located on the edge of northern suburbs, Mumbai's favourite adventure and water park, Essel World and Water Kingdom are probably the best themed park and water park in India. During the hot and humid summer or Mumbai, a lot of locals and tourists throng Water Kingdom."
12. National Museum of Indian Cinema,,"14 km  from city center 
 
 12 out of 104 Places To Visit in Mumbai","The National Museum of Indian Cinema is the first museum in the country that displays the history of Indian cinema. It is housed in two buildings, New Museum Building and the heritage Gulshan Mahal on Peddar Road in Mumbai. The museum showcases history of Indian Cinema through recordings, memorabilia, cameras, equipment and much more."
13. Sanjay Gandhi National Park,"3.8
 /5","15 km  from city center 
 
 13 out of 104 Places To Visit in Mumbai","This is a wildlife sanctuary and a habitat to abundance of flora and fauna, in the midst of a busy Mumbai. Famed to be one the most liked national parks, one can also enjoy a train ride through this one.



One can spot here Leopards, Macaques, Boars, Lions, Flying fox, Kingfisher, Sunbird and many more. A must visit attraction of the city, the park is also known for a huge population and variety of butterflies."
14. Siddhivinayak Temple,"4.3
 /5","8 km  from city center 
 
 14 out of 104 Places To Visit in Mumbai","Located in Prabhadevi, Siddhivinayak is a Lord Ganesha temple, one of the most significant and frequented temples in Mumbai. Visitors visit this temple in large numbers on daily basis. It is one of the richest temples in Mumbai. The wooden doors to the sanctum are carved with images of the Lord. The inner roof which is plated with gold has the central sculpture of Ganesha."
"15. National Gallery of Modern Art, Mumbai","3.8
 /5","17 km  from city center 
 
 15 out of 104 Places To Visit in Mumbai","Situated in Colaba, Southern Mumbai, the National Gallery of Modern Art was established in 1996, with an objective to promote modern trends in the Indian culture. Initially a concert venue, the structure was later converted into an art gallery in 1954. The gallery boasts of its display of artworks from Indian as well as international artists ranging from M.F. Hussain, F.N. Souza, Amrita Shergil, Gaganendranath Tagore to Picasso."
16. Haji Ali Dargah,"4.3
 /5","13 km  from city center 
 
 16 out of 104 Places To Visit in Mumbai","Situated at the backdrop of a beautiful view of the sea is the shrine of Haji Ali, a wealthy merchant turned into Muslim Sufi. People from all walks of life and religions come here to seek blessings."
"17. Fashion Street, Mumbai","3.8
 /5","16 km  from city center 
 
 17 out of 104 Places To Visit in Mumbai","One of the favourite shopping hubs for the people of Mumbai especially the students, the place offers some of the trendiest and latest fashion clothes."
18. Bandra Worli Sea Link,"4.4
 /5","9 km  from city center 
 
 18 out of 104 Places To Visit in Mumbai","Spanning across the arc of Mumbai coastline, this is an eight-lane cable-stayed bridge in Mumbai. Officially known as Rajiv Gandhi Sea Link, it is a civil engineering wonder that reflects the modern infrastructure of the city of Mumbai."
19. Chhatrapati Shivaji Terminus,"4.4
 /5","15 km  from city center 
 
 19 out of 104 Places To Visit in Mumbai","Also known as Chhatrapati Shivaji Maharaj Terminus, the Victoria Terminus is the main railway station serving Mumbai. Constructed in the Victorian-Gothic style of architecture, the railway station is a declared as a World Heritage Site by the UNESCO. The station is one of the most famous historic landmark symbolizing the pre-independence British Raj in India."
20. Kamala Nehru Park,"3.8
 /5","16 km  from city center 
 
 20 out of 104 Places To Visit in Mumbai","Named after the first wife of the late Prime Minister of India, Sri Pandit Jawaharlal Nehru, it is family spot for outings. Enjoy the view of Marine drive and the Chowpatty beach from here."
21. KidZania Mumbai,,"5 km  from city center 
 
 21 out of 104 Places To Visit in Mumbai","Kidzania is an indoor theme cum educational park for kids located in Ghatkopar West in Mumbai. There are no video games or any new age games, instead the entire space is setup in form of a mock city with real life professions for children to take up. The mock city has battery operated cars and tiny shops and clinics etc. The objective of the park is to educate, inspire and teach kids about real life in a fun and games way."
22. ISKCON Temple Mumbai,"3.3
 /5","7 km  from city center 
 
 22 out of 104 Places To Visit in Mumbai","Iskcon temple is a spiritual getaway from all the hustle and bustle of the city. A temple clad in marble and glass, Iskcon has an impressive architecture and promises to give a peaceful and tranquil experience. The complex also has a research and education centre conducting daily seminars and preaching on Vedic writings and an impressive library inside the compound."
23. Gorakhgad Trek,"3.5
 /5","70 km  from city center 
 
 23 out of 104 Places To Visit in Mumbai",Gorakhgad is a hill fort in Maharashtra. Gorakhgad and Machindragad are twin forts in the Thane district of Maharashtra. Gorakhgad is situated at an elevation higher than its twin fort.
24. Kanheri Caves,"3.8
 /5","15 km  from city center 
 
 24 out of 104 Places To Visit in Mumbai","Located in the Sanjay Gandhi National Park, the Kanheri Caves in Mumbai is a group of alcoves and rock-cut monuments that illustrate the Buddhist influence on the Indian art and culture. The caves are famous for its 109 special entrances and ancient sculptures, carvings, paintings and inscriptions dating from the 1st century to the 10th century."
25. Girgaum Chowpatty,"4.3
 /5","15 km  from city center 
 
 25 out of 104 Places To Visit in Mumbai","Girgaum Chowpatty is a small sandy beach and a good place to chill, at the north end of Marine Drive, a must-go place for tourists visiting Marine Drive for the first time. Conveniently located next to Charni Road railway station, it is very crowded during evening and weekends and hosts street food stalls serving local delicacies. There are cafes/dine-in options available across the road as well."
26. Water Sports in Mandwa Beach,"3.5
 /5","30 km  from city center 
 
 26 out of 104 Places To Visit in Mumbai","A beautiful, serene and pristine beach in Mandwa Village - an hour long ferry ride away from Mumbai - is not just about quite long walks along the coast but also offers the buzz of water sports."
27. Global Vipassana Pagoda,"3.8
 /5","19 km  from city center 
 
 27 out of 104 Places To Visit in Mumbai","Located near Gorai, North-West of Mumbai, the Global Vipassana Pagoda serves as a monument to peace and harmony. It is built as a form of gratitude to a Vipassana teacher and accountant general of Independent Burma, Sayayi U Ba Khin. He was instrumental in bringing Vipassanaa back to its country of origin, i.e. India."
28. Mahakali Caves,"3.7
 /5","6 km  from city center 
 
 28 out of 104 Places To Visit in Mumbai","Alternatively known as Kondivite Caves, the Mahakali Caves are a total of nineteen rock-cut monuments, built between the duration of the 1st and 6th century. The main cave consists of Buddha figures and stupas, while the there are several Buddha idols carved on the rocks too."
29. Lokhandwala Market,"3.3
 /5","9 km  from city center 
 
 29 out of 104 Places To Visit in Mumbai",Lokhandwala is another place to shop happily and heartily. Do not miss the lip-smacking food around these shopping streets.
"30. Hill Road and Linking Road, Bandra","3.3
 /5","5 km  from city center 
 
 30 out of 104 Places To Visit in Mumbai","Acknowledged for its high fashionable taste, Mumbai provides many opportunities to shop around. Besides Colaba, Bandra is another place for Shopaholics."
31. Makarandgad Trek,"3.5
 /5","13 km  from city center 
 
 31 out of 104 Places To Visit in Mumbai","Makarandgad (or Madhumakarandgad) is a hill fort in the state of Maharashtra. Believed to be comprised of twin peaks, Madhu and Makarandgad, the fort has thus derived its name."
"32. Mahalaxmi temple, Mumbai","3.9
 /5","5 km  from city center 
 
 32 out of 104 Places To Visit in Mumbai","The Mahalaxmi Temple is dedicated to Goddess Mahalaxmi or the 'Goddess of Wealth'. Thronged with devotees and tourists in large number throughout the year, the temple is a must visit if you are visiting Mumbai."
