visit_places,rating,city_names,visit_place_summary
3. Water Sports in Varkala,"4.4
 /5","1 km  from city center 
 
 3 out of 30 Places To Visit in Varkala","Water sports in Varkala offer an exciting array of activities for thrill-seekers and adventure enthusiasts amidst the picturesque coastal beauty of Kerala. With its stunning cliffs, golden beaches, and azure waters of the Arabian Sea, Varkala provides the perfect backdrop for aquatic adventures."
4. Varkala Beach,"4.4
 /5","2 km  from city center 
 
 4 out of 30 Places To Visit in Varkala","Set amid a beautiful setting about 10 km away from the calm and quiet hamlet of Varkala in Kerala, Varkala Beach, also known as Papanasam Beach, is a beautiful stretch of sand renowned for its solitude unlike other commercial beaches of Thiruvananthapuram, Kerala."
5. Janardhanaswamy Temple,"4.2
 /5","1 km  from city center 
 
 5 out of 30 Places To Visit in Varkala","Located in Varkala, Janardhanaswamy Temple is 25 km to the north of Thiruvananthapuram. The temple is dedicated to Lord Vishnu and the Arattu festival celebrated here every year is attended by thousands of devotees. It is an ancient temple dating back to 2000 years. Varkala has been a Hindu pilgrimage site since the 12th Century."
6. Odayam Beach,"4.3
 /5","5 km  from city center 
 
 6 out of 30 Places To Visit in Varkala","Odayam Beach is a tranquil and relatively less crowded beach located just 5 km from the main Varkala Beach in Kerala. Known for its pristine stretch of golden sands and peaceful ambiance, Odayam Beach offers a more secluded and laid-back experience compared to the bustling shores of Varkala. While Odayam Beach itself is not lined with major commercial establishments, it is home to a few quaint guesthouses, homestays, and small restaurants where visitors can enjoy local seafood and Kerala cuisine."
7. Kappil Beach,"4.1
 /5","6 km  from city center 
 
 7 out of 30 Places To Visit in Varkala","Kappil Beach is a serene and scenic coastal stretch located about 7 km from Varkala, Kerala. It offers a peaceful retreat compared to the more popular Varkala Beach, with its golden sands and the calm backwaters of the Edava-Nadayara Lake nearby. The beach is ideal for leisurely walks, sunset views, and quiet picnics. Its unique combination of beach and backwater views adds to the charm, offering visitors a blend of coastal and inland beauty."
8. Ponnumthuruthu,"4.3
 /5","5 km  from city center 
 
 8 out of 30 Places To Visit in Varkala","Ponnumthuruthu, also known as Golden Island is located 20 km from Varkala. It is popular for its 100 year old Shiva Parvathi temple situated amidst thick coconut groves stretched over the sandy beaches.  Situated amidst the tranquil backwaters of the Kallada River, Ponnumthuruthu is renowned for its natural beauty, lush greenery, and sacred temples."
9. Jatayu Earth's Centre,"4.5
 /5","22 km  from city center 
 
 9 out of 30 Places To Visit in Varkala","Jatayu Earth Center, located about 25 km from Varkala in Kerala, is a unique tourist attraction known for housing the world’s largest bird sculpture, symbolizing the mythical eagle Jatayu from the Ramayana. Spread across a rocky hill, the center offers visitors adventure activities, a museum, and a 6D theater experience, all within a beautiful natural setting."
10. Black Sand Beach,"4.3
 /5","3 km  from city center 
 
 10 out of 30 Places To Visit in Varkala","Black Sand Beach in Varkala is a unique and lesser-known attraction, located just north of the main Varkala Beach. Known for its striking black sands, the beach offers a serene and secluded environment, perfect for peaceful walks and relaxation. The unusual black sand, caused by heavy mineral deposits, contrasts beautifully with the blue waters of the Arabian Sea."
11. Thiruvambadi Beach,"4.1
 /5","2 km  from city center 
 
 11 out of 30 Places To Visit in Varkala","Nestled 1km off  Thiruvamdabi road, Thiruvambady Beach stands as a cherished retreat for residents of Thiruvananthapuram seeking solace from urban chaos. Also known as the Black Sand Beach, it lies adjacent to the North Cliff, offering a serene ambiance away from the hustle and bustle of city life."
12. Anchuthengu Fort (Anjengo Fort),"4.2
 /5","9 km  from city center 
 
 12 out of 30 Places To Visit in Varkala","Anjengo Fort, also known as Anchuthengu Fort, is a historic marvel nestled in Varkala, Kerala. Situated approximately 12 kilometers from Varkala town, this fort holds significant historical importance as one of the earliest British East India Company outposts in India. Constructed in the 17th century, Anjengo Fort served as a strategic trading post for the British, primarily engaged in spice trade with the local rulers."
13. Cafes in Varkala,"4.5
 /5",13 out of 30 Places To Visit in Varkala,"Nestled along the picturesque cliffs overlooking the Arabian Sea, Varkala in Kerala, India, boasts a vibrant café culture that adds charm to its laid-back beach vibes. From cozy beachfront shacks to chic cliff-top establishments, Varkala's cafes offer a diverse range of culinary delights and mesmerizing views. Savoring freshly brewed coffee while watching the sunset and indulge in delectable seafood dishes infused with local flavors."
14. Edava Beach,"4.0
 /5","5 km  from city center 
 
 14 out of 30 Places To Visit in Varkala","Edava Beach, nestled along the Arabian Sea coast near Varkala, stands as a pristine gem among Kerala's secluded beaches. Located just 2 km from Kappil Beach and 5 km from Varkala Railway Station, this serene stretch of sand offers a tranquil escape from the bustling tourist activities. Encircled by towering palm trees, Edava Beach exudes an enchanting ambiance, making it a must-visit destination for travelers exploring Kerala."
15. Varkala Bali Mandapam,"4.1
 /5","2 km  from city center 
 
 15 out of 30 Places To Visit in Varkala","Varkala Bali Mandapam is a significant cultural and religious site located near Varkala Beach in Kerala. It is dedicated to performing the Hindu ritual of ""Bali Tharpanam,"" where devotees offer prayers and ancestral rites, especially during the occasion of Karkidaka Vavu (the new moon in July or August). The site attracts many visitors and devotees who come to pay respects to their ancestors."
16. Mangrove Forest Kayaking,"4.3
 /5","13 km  from city center 
 
 16 out of 30 Places To Visit in Varkala","The mangrove forest in Nedungolam, Paravur, in the district of Kollam, is located at a distance of 18 km from Varkala. Perfect for a half-day trip, one can go on a 4km kayaking during the morning or evening. Sailing through these canals of Nedungolam, especially the mangrove forest, is a must-try experience. Mangrove Village Adventures is a leading tour operator for this experience."
17. InDa Cafe,"4.2
 /5","2 km  from city center 
 
 17 out of 30 Places To Visit in Varkala","InDa Cafe is one of the top places to chill and have amazing food, in Varkala. The USP of the cafe is to produce food which is not just tempting to the tongue but also the eyes. The chef's combine the Indian flavours with the Western style of cooking to create visually gorgeous, mouth watering food. The most recommended dish to try at the place is the Buddha Bowl."
18. Varkala Aquarium,,"2 km  from city center 
 
 18 out of 30 Places To Visit in Varkala","Varkala Aquarium has a decent collection of fishes in a number of large sized that can be viewed from a walkway that spirals upwards. One can find a number of species including Karimeen, Pirahnas, Eels etc. The aquarium also has a 3D theatre where information about more species of fishes is given using the 3D technology. The aquarium is a perfect attraction to see over a day-long picnic."
19. Varkala Thurappu (Varkala Tunnel),,"2 km  from city center 
 
 19 out of 30 Places To Visit in Varkala",Varkala Tunnel is an old tunnel built in 1867 by Sir T. Madhava Rao who was also the Dewan of Travancore during that time. This took about 14 years to build the tunnel that runs a little over 900 feet and allowed traders to halt before proceeding with their journey towards Thiruvananthapuram. This historic inland waterway is a great example of the Colonial era architecture in the region.
20. Darjeeling Cafe,"4.1
 /5","2 km  from city center 
 
 20 out of 30 Places To Visit in Varkala","Darjeeling Cafe is one of the most popular cafes in Varkala, offering amazing food with an amazing view of the seaside. With a simple yet elegant decor, the place stands out from the rest. The meals are served in authentic South Indian style and have similar flavours. You should definitely check out this place if you are in town."
21. Kaduvayil Juma Masjid,,"9 km  from city center 
 
 21 out of 30 Places To Visit in Varkala","Kaduvayil Juma Masjid is dedicated to a Muslim Saint, Saint Kaduvayil Thangal who is believed to have magical powers. It is one of the important Sunni Pilgrimage Centres in the region but its beautiful architecture also attracts tourists. The well maintained structure possesses a divine vibe that can put a troubled soul at peace in an instant."
22. Aaliyirakkam Beach,"3.9
 /5","1 km  from city center 
 
 22 out of 30 Places To Visit in Varkala","Aaliyirakkam Beach, located near Varkala in Kerala, is a tranquil and lesser-known beach offering visitors a peaceful escape from the more crowded tourist spots. Its clean sands and calm waters make it ideal for relaxation, sunbathing, and quiet walks along the shore. The beach is close to Varkala's famous cliffs and offers picturesque views, especially during sunset."
23. Varkala Lighthouse,,"1 km  from city center 
 
 23 out of 30 Places To Visit in Varkala","Varkala Lighthouse was built in 1684 by the British to assist the navigation of ships coming from Britain. It stands 130 feet tall on the Varkala Beach and attracts tourists for a mesmeric bird's eye view it provides of the Arabian sea and the backwaters. It, therefore, is a perfect attraction for photographers, beach lovers and picnickers._"
24. Kappil Lake,,"6 km  from city center 
 
 24 out of 30 Places To Visit in Varkala",Kappil Lake is a mesmerising estuary famous for being a tranquil picnic spot surrounded by dense coconut trees. It further becomes a part of the Arabian sea and offers a breath-taking view that can be witnessed clearly from the bridge over the lake. The lake is also famous for pedal boating. The boats can be hired from the boat club located near the water body._
25. Arattu Festival in Janardhanaswamy Temple,"3.9
 /5",25 out of 30 Places To Visit in Varkala,"One of the most significant festivals in Kerala, the ten-day Arattu festival is celebrated in the Janardhan Swamy temple with elephant processions, ornamental silk umbrellas and all night kathakali dances. The Arattu is more of a ritual than a temple festival. A grand procession, a ceremonial bath and serving of a sweet dish - Palpayasam; marks the festivities of the Arattu. It is celebrated twice a year in Kerala; March - April and October - November."
26. Asparagus,,"1 km  from city center 
 
 26 out of 30 Places To Visit in Varkala",Asparagus is a store in Varkala where one can find ecological handicrafts and textiles that are dyed with natural dyes. Tourists can purchase artefacts and fabrics that are unique to the region. The friendly salesmen ensure the customers get the best products they have. They also have an in-house tailor who can sew garments according to specific requirements from the fabrics purchased.
27. Vishnu Temple,,"8 km  from city center 
 
 27 out of 30 Places To Visit in Varkala","Vishnu Temple is an ancient temple dating back to around 2000 years. It is located very close to the Varkala Beach in Thiruvananthapuram.
The temple dedicated to Janardan Swami who is believed to be an incarnation of Lord Vishnu._The traditional Kerala Temple architecture with a dome made of copper sheets, beautifully carved Navagrahas on the wood and the copper plated roof is a treat to the eyes."
28. Saint Sebastian's Pilgrim Church Moongode,,"6 km  from city center 
 
 28 out of 30 Places To Visit in Varkala","Located on the banks of the backwaters of Varkala, Saint Sebastians Pilgrim Church Moongodu is an important pilgrim centre for the Christians. It was built by the Portuguese Missionaries and is famous for Feast procession of Saint Sebastian which is held every year in the month of February when the beautiful church is transformed into a colourful and bustling attraction especially for the followers."
29. Sarkara Devi Temple,,"12 km  from city center 
 
 29 out of 30 Places To Visit in Varkala",Sarkara Devi Temple is dedicated to Goddess Bhadrakali. It is famous for the Kaliyoot festival which is celebrated every year in March (the Malayalam month of Kumbh) and Meenabharani Festival which is held during Attavishesham. Kaliyoot is a presentation of the legendary figures Bhadrakali and Darika who represent good and evil respectively.
30. Chilakoor Beach,,"1 km  from city center 
 
 30 out of 30 Places To Visit in Varkala","Chilakoor Beach is located at a distance of about 15 kms from the town of Varkala in Kerala. Lined with gorgeous casuarina groves, the drive to the beach takes you through traditional coastal villages which lets you have a glimpse of the rural Kerala life. The beach is also popular for its serene environment and beautiful sunset views."
1. Ponnani Juma Masjid,,,
2. Padinharekara Beach,,,
3. Thrikkavu Temple,,,
4. Human Ath Mosque,,,
5. Thottungal Masjid,,,
6. Navamukunda Temple,,,
1. Rajwada,"4.2
 /5","0 km  from city center 
 
 1 out of 38 Places To Visit in Indore","Considered to be the most eminent tourist attraction in Indore, the majestic Rajwaada Palace's sheer grandeur and opulence is known the world over. A 200-years old 7-storey building, the palace has a well-laid garden with fountains and an artificial waterfall."
2. Lal Bagh Palace,"3.6
 /5","2 km  from city center 
 
 2 out of 38 Places To Visit in Indore","Resided by the rulers of the Holkar dynasty, the Lal Bagh Palace is class and grandeur personified. The palace is spread on a sprawling area of 28 acres and reflects the taste of the rulers of the Holkar dynasty."
3. Khajrana Temple,"3.1
 /5","5 km  from city center 
 
 3 out of 38 Places To Visit in Indore",The Khajrana Ganesh temple is one of the most powerful shrines of the Lord Ganesha. It was built by Rani Ahilyabai Holkar to safeguard the idol of Lord Ganesha from Aurangzeb. The temple has since grown from being housed in a small hut to a big temple with large inner and outer sanctums. Vinayak Chaturthi is celebrated in a big way in the temple.
4. Sarafa Bazaar,,"1 km  from city center 
 
 4 out of 38 Places To Visit in Indore","The lip-smacking flavours of the food stalls in Sarafa Bazaar are a testimony to Indore's legendary love affair with food. Entertaining over 3000 visitors every day, the Sarafa Bazaar houses stalls that sell vividly coloured artificial jewellery, brass ornaments and mouth-watering dishes of the diverse cuisine of Indore. There are more than 50 dishes available here at extremely low rates."
5. Indore Museum,,"3 km  from city center 
 
 5 out of 38 Places To Visit in Indore","Exhibiting artefacts dating as far back to the prehistoric era, as well as recent findings from the modern era, the Central Museum of Indore is a history buff's paradise. The museum also houses mythological carvings, coins from different ages, arms of various eras and sculptures dating back to the 11th century. Be sure to check the rare dried botanical creatures on display too!"
6. Patalpani Waterfalls,,"25 km  from city center 
 
 6 out of 38 Places To Visit in Indore",The Patalpani Waterfall is located in the Mhow Tehsil of Indore district and is a popular picnic spot for the locals of the area. Surrounded by dense forest covers and majestic hills Patalpani plummets from a height of 300 metres.  The monsoons swell the falls and may make it risky for close encounters causing accidents. It is best to maintain a cautious distance from the waterfall during the rain.
"7. Annapurna Temple, Indore","3.5
 /5","4 km  from city center 
 
 7 out of 38 Places To Visit in Indore","The Annapurna Temple, besides being a place for pilgrimages is also a tourist attraction. Dedicated to Goddess Annapurna, the deity of food the temple also houses the shrines of Sivan, Hanuman and Kalabhairava."
8. Ralamandal Wildlife Sanctuary,,"10 km  from city center 
 
 8 out of 38 Places To Visit in Indore","The oldest sanctuary of Madhya Pradesh, the Ralamandal Wildlife Sanctuary packs a treat for wildlife and avifauna enthusiasts alike. The River Narmada, which is 150 million years older than River Ganga, graces the sanctuary with its presence. Home to deer, wild hare, tigers and an umpteen variety of birds, this sanctuary is nothing short of paradise."
9. Chhappan Dukan,"3.2
 /5","3 km  from city center 
 
 9 out of 38 Places To Visit in Indore","Chhappan Dukaan is one of Indore's choicest street food hubs that serve specials, chaat, idli and dosa with equal gusto. Chhappan Dukaan literally means fifty-six shops. At the time when it was established, 56 separate shops were started here, all selling food items. The evenings light the place up like nothing else with people consuming the delectable spread with enthusiasm."
10. Choral Dam,,"35 km  from city center 
 
 10 out of 38 Places To Visit in Indore","Located in the state of Madhya Pradesh, Choral Dam is a hidden gem that will definitely provide you with quietness and tranquility. Constructed around the backwaters of River Narmada, Choral Dam is replete with cool and clear water. A large number of lush green trees and small hills surround the place making it even more attractive. This place is full of jovial water activities that will interest young and old alike."
11. Tincha Falls,,"20 km  from city center 
 
 11 out of 38 Places To Visit in Indore","Located 25 kilometres from the bustling city of Indore, Tincha Falls are one of the most popular waterfalls in the region. The milky white cascade is located in the Tincha village, also where the falls derive their name from. The roaring plunge of water at a height of 300 feet is a rain fed waterfall and is primarily a monsoon destination."
12. Indore White Church,,"3 km  from city center 
 
 12 out of 38 Places To Visit in Indore","A peek into the impact of British autonomy on Indore pre-independence, the Indore White Church is one of the most significant points of interest of the city. A testimony to awe-striking European architecture, the entire structure is made of milk white stone and marble. To witness the church in all its glory during Christmas, decorated from head to toe, is a sight for sore eyes."
13. Janapav,,"35 km  from city center 
 
 13 out of 38 Places To Visit in Indore","Nestled among similar hills of the Malwa region, Janapav or Janapav Kuti is the ideal getaway for lovers of nature and trekkers alike. If you’re looking to traverse through twisty bends in Central Indian forests while peacefully gazing over distant hills and the crimson sunset, this hill station should be your destination. Located on the Mumbai-Indore highway and in the Mhow Tehsil of Indore district, Janapav experiences footfall from all areas of the country throughout the year, especially during monsoons."
14. Kanch Mandir,"3.5
 /5","1 km  from city center 
 
 14 out of 38 Places To Visit in Indore","Made entirely out of glass, this Jain Temple exhibits exquisite artwork on glass panels depicting the various aspects of Jainism. The intricate detailing on the glass reflects the talent and dedication of the artists."
15. Pipliyapala Regional Park,,"5 km  from city center 
 
 15 out of 38 Places To Visit in Indore","Spreading over an area of a whopping 122 acres and housing a ginormous 80-acre lake, the Pipliyapala Regional Park is an absolute treat for adults and children alike. Engage in some fun-filled activities like pedal-boating and motor-boating and witness the magical allure of the Mist and Musical Fountain, French Gardens, Labyrinths, Artist Village, etc. Be sure to try the savoury delicacies available at the Fast Food Zone."
16. Chhatris,"3.2
 /5","0 km  from city center 
 
 16 out of 38 Places To Visit in Indore",The cremation places of the Holkars are known as the Chhatris. These are beautifully built and have intricately carved structures. There are some temples and other structures built around them as well.
17. ISKCON Indore,,"9 km  from city center 
 
 17 out of 38 Places To Visit in Indore",Let the melodies of Shri Krishna' soothing hymns and let its vibrations heal you at ISKCON Indore. The mesmerizingly beautiful deities of Radha and Krishna are made purely from marble and invoke a sense of calm within you. The celebration of Janmashtami at ISKCON Indore is an occasion of pomp and splendour galore.
18. City Shopping,"3.5
 /5","2 km  from city center 
 
 18 out of 38 Places To Visit in Indore","Apart from the local sweets and snacks for which Indore is very famous, visitors can visit any of malls in Indore to buy all kinds of stuff. Indore also has a flourishing cloth market and is known for its Maheshwari and Chanderi sarees."
19. Bada Ganpati,"3.5
 /5","2 km  from city center 
 
 19 out of 38 Places To Visit in Indore","In Hindi, 'Bada' literally means big, and Ganpati is the pet name of Lord Ganesha. This temple earns its name due to the size of Lord Ganesha's idol - at the height of about 25 feet from crown to foot, it is said to be one of the largest idols of the God in the world. The statue is made of a peculiar mixture of limestone, jaggery, bricks and sacred soil and water from the major pilgrim places in the country. Located at the end of a quiet lane in the city of Indore, the Bada Ganpati may be a modest-looking temple, but it holds significance simply based on the enormity of the Lord's statue."
20. Gommat Giri,"3.2
 /5","4 km  from city center 
 
 20 out of 38 Places To Visit in Indore","A set of jain temples built on the top of Gommatesher Hill, these Jain temples are 24 in number for each of the 24 Tirthankaras."
21. Rang Panchmi,"3.2
 /5","0 km  from city center 
 
 21 out of 38 Places To Visit in Indore",An extension of Holi called Rang Panchmi is a very famous festival in Indore and few tens of thousands of people gather in front of Rajwada and surrounding areas to get colored by the famous color cannon
22. Bijasen Tekri,,"6 km  from city center 
 
 22 out of 38 Places To Visit in Indore","Perched upon the Tekri Hill, the Bijasen Tekri temple offers picturesque views of the entire city and the magnanimous hill ranges. The power of Mata here is so strong, that it is believed to bring back sight in the eyes of the blind! The infamous Navratri Mela held here sees a traffic of thousands of devotees and tourists each year."
"23. Nehru Park, Indore",,"1 km  from city center 
 
 23 out of 38 Places To Visit in Indore","The Kamala Nehru Park, popularly known as Chidiya Ghar, is a zoological park on the outskirts of Indore that is home to exotic carnivores, awe-striking amphibians and vividly colourful avifauna. New addition to the family is a white tigress and her three cubs! You can enjoy buggy rides, pony rides, elephant rides and camel rides here too."
24. Kamla Nehru Prani Sangrahalay,,"3 km  from city center 
 
 24 out of 38 Places To Visit in Indore","Home to the majestic Bengal Tigers and the awe-striking White Tigers, the Kamla Nehru Prani Sanghrahalay does a great deal at protecting and breeding these rare beautiful creatures. It also houses the humungous Himalayan Black Bears, Leopards and many endangered amphibians and avifauna. The zoo is soon going to be home to one of the largest reptiles of the planet - the anaconda."
25. Meghdoot Garden,,"5 km  from city center 
 
 25 out of 38 Places To Visit in Indore","Meghdoot Gardens or Meghdoot Upavan is one of the oldest gardens of Indore, but its glory has only augmented with time. Luxuriously dense landscapes with different shades of green decorate the premises of the garden and make up the perfect environment to relax and rejuvenate. The park is dotted with beautiful misty fountains and also has a special children's play area."
26. Mohadi Falls,,"23 km  from city center 
 
 26 out of 38 Places To Visit in Indore","The breathtaking sight of water falling from a height is always thrilling, and Mohadi Waterfalls are just the perfect spot where you would take your family to visit for a picnic. Easily accessible, the Waterfall is located at a distance of 30 kms from Indore, it is an idyllic picnic spot if you are looking for a break from the monotony of life and want to be with your family."
27. Geeta Bhawan,,"3 km  from city center 
 
 27 out of 38 Places To Visit in Indore","Geeta Bhawan is a religious shrine in Indore but is one of its kind. The shrine is in fact religiously neutral and welcomes people of all spiritual faiths to lighten their hearts. The pristine place houses pictures and idols of many different gods and is decorated with the paintings of the epic Puranas, Mahabharata and Ramayana."
28. Gandhi Hall,,"1 km  from city center 
 
 28 out of 38 Places To Visit in Indore","A testament of awe-striking Indo-Gothic architecture, the Gandhi Hall was named so after the passing of our great father of the nation - Mahatma Gandhi. Made of white marble and Seoni and red stones, the grandiose of this monument is simply majestic. The venue for huge public celebrations, the hall can accommodate more than 2000 people and also houses the city's famous watch tower."
29. Bamniya Kund,,"29 km  from city center 
 
 29 out of 38 Places To Visit in Indore","Bamniya Kund is a captivating waterfall 50 kms from Indore in Madhya Pradesh. Falling from a height of 300 feet, the waters gush down creating a colourful pool of clear blue waters, brown rocks and verdant green bushes. Nestled away in the depth of dense forests in the Malindi region near Indore, the waterfall is hidden away from the clearing."
30. Dharampuri,,"82 km  from city center 
 
 30 out of 38 Places To Visit in Indore","Dharampuri is a quaint little town filled with historical gems in the Dhar district of Madhya Pradesh set along the banks of river Narmada, was also said to be the birthplace and abode of Narmada’s daughter Roopmati who married the ruler of Mandu; Baz Bahadur. The town was established by the oldest Pandava; Yudhishthir and is rich in legends and folklores."
31. Hatyari Khoh,,"26 km  from city center 
 
 31 out of 38 Places To Visit in Indore","You might be thinking why would someone want to visit a place to relax with such a lurid name. But Hatyari Khoh is anything but uncanny. Rather it is the most beautiful place you can visit to getaway from the hustle bustle of the city. Located in the state of Madhya Pradesh,, Hatyari Khoh with fascinating horror stories, lush green trees, mesmerizing waterfalls and majestic hillocks, Hatyari Khoh is a must visit place to be in the lap of nature. This place is still untouched by industrialization which makes it even more beautiful. This is an amazing place to break free from the monotony of your stressful life and devote some time gazing at the enchanting waterfall and verdant trees. After this trip you will definitely feel closer to nature and start appreciating its beauty."
32. Hanuwantiya,,"3 km  from city center 
 
 32 out of 38 Places To Visit in Indore","Hanuwantiya is one of the islands amongst the archipelago situated in the Indira Sagar river. Hanumantia island is developed by Madhya Pradesh Tourism Development Corporation. The adventurous activities, resort and surrounded by water makes it an ideal getaway. During the Jal Mahotsava, this place is thronging with people and the colourful kites and hot air balloons that fly ornate the sky making the whole place look mesmerizing."
33. Royal Museum,,"3 km  from city center 
 
 33 out of 38 Places To Visit in Indore","Royal Museum of Indore is a tiny museum famous for housing a collection of thrones, photographs and weapons etc. Most of these artefacts belong to the 19th century which was under the rule of Serfoji II."
34. Kanha Museum,,"3 km  from city center 
 
 34 out of 38 Places To Visit in Indore","Kanha Museum is a small museum in Indore especially dedicated to wild life, reptiles study etc. In addition to that, it also has artefacts related to the past and history of Indore."
35. Chhatri Bagh,,"0 km  from city center 
 
 35 out of 38 Places To Visit in Indore","Located at Shree Nagar in Indore, Chhatri Bagh was originally a burial site for an ancient Holkar King which has now been turned into a popular park. The park has a lot of canopied aka chhatris which mark the burial site of a Holkar king or queen."
36. Chidiya Bhadak Fall,,36 out of 38 Places To Visit in Indore,"Chidiya Bhadak Falls is one of the unexplored and secret gem of Indore. Enveloped in lush greenery, and rocky cliffs, the waterfalls is a mesmerizing sight to watch and is a picture worth capturing. The waterfall also offer good trekking and hiking opportunities."
37. Gidiya Khoh Waterfall,,"32 km  from city center 
 
 37 out of 38 Places To Visit in Indore",Gidiya Khoh Waterfall is situated near Indore and is essentially a monsoon fed waterfall. Hence the most ideal time to visit the waterfall is during the rainy season to experience the gurgling rush of water in all its glory and splendour.
38. Jogi Bhadak Waterfall,,"48 km  from city center 
 
 38 out of 38 Places To Visit in Indore",Jogi Bhadak is a local waterfall situated in Dhal near Indore. It is one of the most charming and mesmerising waterfalls near the city. The waterfalls also provides various trekking and hiking opportunities and some adventure activities.
1. Upper Lake,"3.6
 /5","8 km  from city center 
 
 1 out of 30 Places To Visit in Bhopal","A beautiful man-made lake built in the 11th century, the Upper lake was constructed by Raja Bhoj to cure skin diseases that were otherwise incurable. Also known as Bhojtal, is a splendid spot with an attractive royal garden called Kamla Park in the vicinity."
"2. Van Vihar, Bhopal","4.2
 /5","6 km  from city center 
 
 2 out of 30 Places To Visit in Bhopal","Van Vihar is a National Park and a Zoological Space that operates under the guidelines of the Central Zoo Authority. It is located just adjacent to the Upper Lake in Bhopal, near Shymala Hills. One of the most important tourist places in Bhopal,  The animals here are kept closest to their natural habitats, making it a haven for people who love nature."
3. Indira Gandhi Rashtriya Manav Sangrahalaya,"3.5
 /5","4 km  from city center 
 
 3 out of 30 Places To Visit in Bhopal","The IGRMS, or Museum of Humankind, is a museum that tries to depict the evolution of man and humankind with special reference to India. The museum is spread over an area of a sprawling 200 acres. Exhibitions telling the story of Human life and culture are presented in the Museum all year long."
4. Lower Lake,"4.2
 /5","1 km  from city center 
 
 4 out of 30 Places To Visit in Bhopal","Bhopal, also the known as the 'City of Lakes', has two stunning lakes, namely, the Upper Lake and the Lower Lake. The Lower Lake or the Chhota Talaab, is separated from the Upper Lake  by an over bridge called Pul Pukhta or Lower Lake Bridge. Along with the Upper Lake, it forms the Bhoj Wetland."
5. Bhimbetka Rock Shelters,"3.5
 /5","40 km  from city center 
 
 5 out of 30 Places To Visit in Bhopal","Bhimbetka is a world heritage site and houses one of the oldest cave paintings in the world. A must-visit for all history-enthusiasts, Bhimbetka gives a sneak-peek into the pre-historic era."
6. Gohar Mahal,"3.2
 /5","2 km  from city center 
 
 6 out of 30 Places To Visit in Bhopal","Constructed in the year 1820 by the first woman ruler of Bhopal, Gohar Begum this is one of the most beautiful structures in Bhopal."
7. Birla Museum,"3.2
 /5","3 km  from city center 
 
 7 out of 30 Places To Visit in Bhopal","The remnants of Madhya Pradesh's glorious pre-historic era is perfectly preserved in the Birla Museum. The museum contains objects used by the Paleolithic and Neolithic man, stone sculptures from 7th to 13th century BC and manuscripts and terracotta belonging to 2nd century BC"
8. Shaukat Mahal,"3.2
 /5","2 km  from city center 
 
 8 out of 30 Places To Visit in Bhopal",Shaukat Mahal is one of the most beautiful buildings in Bhopal which has a distinct architecture - a blend of Indo-Islamic and European styles.
9. Jama Masjid,"3.2
 /5","1 km  from city center 
 
 9 out of 30 Places To Visit in Bhopal","Constructed during the period of Quidisiya Begum, Jama Masjid boasts of classic Islamic Architecture in its beautiful shrine and two tall minarets."
10. Moti Masjid,"3.7
 /5","1 km  from city center 
 
 10 out of 30 Places To Visit in Bhopal","Moti Masjid was constructed in the year 1860 by a progressive leader Sikander Begum. The mosque is relatively smaller in size, but its architectural marvel and religious significance attracts tourists and devotees from different parts of the country."
11. Archeological Museum,"3.2
 /5","4 km  from city center 
 
 11 out of 30 Places To Visit in Bhopal","The archeological museum exhibits sculptures from artists from all over Madhya Pradesh and provides a deep insight into the rich culture of this state. It houses statues of Lakshmi, Buddha, and images of Brahma, Vishnu, and Shiva among other pieces of art.The museum is one of the best tourist places in Bhopal."
12. Bharat Bhavan,"3.7
 /5","7 km  from city center 
 
 12 out of 30 Places To Visit in Bhopal","A centre of visual and performing arts, Bharat Bhavan is a unique institution with an unparalleled and impactful architecture."
13. DB City Mall,"3.7
 /5","4 km  from city center 
 
 13 out of 30 Places To Visit in Bhopal","DB City Mall is a part of Bhaskar group and its ventures having three basements and three on-floor parking lots managed by Central Parking Services. Its expanse reaches upto 125,000 sq mt which is the largest shopping mall in Central India. It has many clothing outlets including Apple Premium Reseller, Fun Cinemas, Shoppers Stop, HyperCity, McDonald's, Domino's Pizza, Pantaloons, Amer Bakery Hut, Big Life, Nike, PUMA, Adidas, Reebok, Max, The Chocolate Room, Westside, Amoeba, John Players, Spykar, World Of Titan, Levi Strauss, KFC, Pizza Hut, Subway Restaurant and many more."
14. Taj-Ul-Masjid,"3.2
 /5","2 km  from city center 
 
 14 out of 30 Places To Visit in Bhopal","One of the largest mosques in the country, Taj-Ul-Masjid has a stunning and elegant architecture. The enormous domes, a spectacular hallway and elegant minarets speak volumes about its architecture. However, non-Muslims are not allowed inside the mosque."
15. New Market,"3.2
 /5","3 km  from city center 
 
 15 out of 30 Places To Visit in Bhopal","Located in the heart of the capital and encompassing an area of less than a sq. km., New Market is a local city market. As the idiom goes, you can find anything from a pin to airplane here."
16. Birla Mandir,"3.2
 /5","2 km  from city center 
 
 16 out of 30 Places To Visit in Bhopal","Built at the summit of Arera hills is the Birla Mandir, structured with grandiose scale and design. It's an awe-inspiring spectacle that showcases a panoramic view of the historic city of Bhopal. Surrounded by greenery and an ancient charm, the temple is a shrine to Lord Shiva and Parvathi, providing solace and tranquillity to devotees."
